"","ID","EID.x","BIRTH","sex","BREED","Breed2","BRTHW","SERUM","SORCE","TRL2","LOADT","...1","source","EID.y","Date_PNEU1","Remark_PNEU1","Date_PNEU2","Remark_PNEU2","Date_PNEU3","Remark_PNEU3","Date_SCOURS1","Remark_SCOURS1","Date_SCOURS2","Remark_SCOURS2","Date_BLOAT1","Remark_BLOAT1","Date_BLOAT2","Remark_BLOAT2","Date_DIED1","Remark_DIED1"
"4427",1432832,"USA003309329202","7/4/2025","M","B","B",92,0,"MAD",3,"7/7/2025",26017,"dvcnew_wide","USA003309329202",2025-07-27,"RES6X100",2025-08-01,"EXCE-1.5CC",2025-10-08,"RES6X100",2025-07-16,"ENRO+ELECT",NA,NA,NA,NA,NA,NA,NA,NA
"4428",1432834,"USA003309328272","7/4/2025","F","B","B",84,0,"MAD",4.5,"7/7/2025",26018,"dvcnew_wide","USA003309328272",2025-07-16,"RES6X100",2025-07-28,"EXCE-1.5CC",2025-10-08,"RES6X100",2025-07-13,"ENRO+ELECT",2025-07-14,"FLUIDOS",NA,NA,NA,NA,NA,NA
"4429",1432835,"USA003306554739","7/4/2025","F","B","B",83,0,"MAD",4.5,"7/7/2025",26019,"dvcnew_wide","USA003306554739",2025-08-04,"RES6X100",2025-08-09,"EXCE-1.5CC",2025-09-11,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4430",1432836,"USA003309328285","7/4/2025","M","B","B",86,0,"MAD",3,"7/7/2025",26020,"dvcnew_wide","USA003309328285",2025-10-11,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4431",1432837,"USA003309328618","7/4/2025","F","B","B",73,0,"MAD",4.5,"7/7/2025",26021,"dvcnew_wide","USA003309328618",2025-09-05,"RES6X100",2025-09-10,"EXCE-1.5CC",NA,NA,2025-07-11,"FLUIDOS",2025-07-11,"ENRO+ELECT",NA,NA,NA,NA,NA,NA
"4432",1432838,"USA003306555102","7/4/2025","M","B","B",108,0,"MAD",3,"7/7/2025",26022,"dvcnew_wide","USA003306555102",2025-09-23,"RES6X100",2025-10-03,"RES6X100",2025-10-20,"EXCE-1.5CC",2025-07-07,"BISMUSOL ORAL",NA,NA,NA,NA,NA,NA,2025-10-26,"INFECTION"
"4433",1432839,"USA003309328281","7/4/2025","F","B","B",70,0,"MAD",4.5,"7/7/2025",26023,"dvcnew_wide","USA003309328281",2025-08-30,"RES6X100",2025-09-04,"EXCE-1.5CC",2025-10-05,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4434",1432840,"USA003306554680","7/4/2025","M","B","B",98,0,"MAD",3,"7/7/2025",26024,"dvcnew_wide","USA003306554680",2025-08-24,"RES6X100",2025-08-29,"EXCE-1.5CC",2025-10-04,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4435",1432841,"USA003306555007","7/4/2025","M","B","B",94,0,"MAD",3,"7/7/2025",26025,"dvcnew_wide","USA003306555007",2025-08-24,"RES6X100",2025-08-29,"EXCE-1.5CC",2025-09-14,"RES6X100",2025-07-07,"BISMUSOL ORAL",NA,NA,NA,NA,NA,NA,NA,NA
"4436",1432842,"USA003306554954","7/4/2025","M","B","B",105,0,"MAD",3,"7/7/2025",26026,"dvcnew_wide","USA003306554954",2025-08-28,"RES6X100",2025-09-02,"EXCE-1.5CC",2025-10-13,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4437",1432843,"USA003309329111","7/4/2025","M","B","B",64,0,"MAD",3,"7/7/2025",26027,"dvcnew_wide","USA003309329111",2025-08-07,"RES6X100",2025-08-12,"EXCE-1.5CC",2025-09-15,"RES6X100",2025-07-13,"HYPERTON",2025-07-14,"FLUIDOS",NA,NA,NA,NA,NA,NA
"4438",1432844,"USA003306554942","7/4/2025","M","B","B",96,0,"MAD",3,"7/7/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4439",1432847,"USA003306554805","7/4/2025","M","B","B",123,0,"MAD",3,"7/7/2025",26030,"dvcnew_wide","USA003306554805",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-31,"INFECTION"
"4440",1432849,"USA003309328265","7/4/2025","M","B","B",95,0,"MAD",3,"7/7/2025",26032,"dvcnew_wide","USA003309328265",NA,NA,NA,NA,NA,NA,2025-07-11,"HYPERTON",2025-07-11,"BISMUTH",NA,NA,NA,NA,NA,NA
"4441",1432850,"USA003306554956","7/4/2025","M","B","B",88,0,"MAD",3,"7/7/2025",26033,"dvcnew_wide","USA003306554956",NA,NA,NA,NA,NA,NA,2025-07-14,"ENRO+ELECT",NA,NA,NA,NA,NA,NA,NA,NA
"4442",1432852,"USA003309328277","7/4/2025","F","B","B",90,0,"MAD",4.5,"7/7/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4443",1432853,"USA003306554755","7/4/2025","F","B","B",93,0,"MAD",4.5,"7/7/2025",26034,"dvcnew_wide","USA003306554755",2025-08-15,"RES6X100",2025-08-21,"EXCE-1.5CC",2025-10-02,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4444",1432854,"USA003306554745","7/4/2025","M","B","B",108,0,"MAD",3,"7/7/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4445",1432855,"USA003306554950","7/4/2025","M","B","B",106,0,"MAD",3,"7/7/2025",26035,"dvcnew_wide","USA003306554950",2025-07-23,"RES6X100",2025-07-28,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-19,"UNKNOWN"
"4446",1432856,"USA003309328220","7/4/2025","F","B","B",84,0,"MAD",4.5,"7/7/2025",26036,"dvcnew_wide","USA003309328220",2025-10-18,"EXCE-1.5CC",2025-10-18,"RES6X100",2025-10-30,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4447",1432857,"USA003306554748","7/4/2025","M","B","B",95,0,"MAD",3,"7/7/2025",26037,"dvcnew_wide","USA003306554748",2025-09-04,"RES6X100",2025-09-10,"EXCE-1.5CC",2025-10-29,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4448",1432858,"USA003306555022","7/4/2025","F","B","B",84,0,"MAD",4.5,"7/7/2025",26038,"dvcnew_wide","USA003306555022",2025-09-05,"RES6X100",2025-09-10,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4449",1432859,"USA003306554857","7/4/2025","M","B","B",96,0,"MAD",3,"7/7/2025",26039,"dvcnew_wide","USA003306554857",2025-09-17,"RES6X100",2025-09-22,"EXCE-1.5CC",2025-10-20,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4450",1432860,"USA003309328279","7/4/2025","M","B","B",88,0,"MAD",3,"7/7/2025",26040,"dvcnew_wide","USA003309328279",2025-08-04,"RES6X100",2025-08-09,"RES6X100",2025-10-12,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4451",1432861,"USA003309328262","7/4/2025","M","B","B",93,0,"MAD",3,"7/7/2025",26041,"dvcnew_wide","USA003309328262",2025-07-23,"RES6X100",2025-07-28,"EXCE-1.5CC",2025-10-10,"RES6X100",2025-07-12,"ENRO+ELECT",2025-07-15,"ENRO+ELECT",NA,NA,NA,NA,NA,NA
"4452",1432862,"USA003309328274","7/4/2025","F","B","B",75,0,"MAD",4.5,"7/7/2025",26042,"dvcnew_wide","USA003309328274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-13,"DIGESTIV"
"4453",1432863,"USA003306554667","7/4/2025","M","B","B",82,0,"MAD",3,"7/7/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4454",1432864,"USA003309328611","7/4/2025","M","B","B",97,0,"MAD",3,"7/7/2025",26043,"dvcnew_wide","USA003309328611",2025-09-05,"RES6X100",2025-09-10,"EXCE-1.5CC",2025-09-19,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4455",1432865,"USA003309328264","7/4/2025","F","B","B",80,0,"MAD",4.5,"7/7/2025",26044,"dvcnew_wide","USA003309328264",2025-10-26,"RES6X100",NA,NA,NA,NA,2025-07-14,"ENRO+ELECT",NA,NA,NA,NA,NA,NA,NA,NA
"4456",1432866,"USA003306555100","7/4/2025","F","B","B",90,0,"MAD",4.5,"7/7/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4457",1432868,"USA003309329138","7/4/2025","F","B","B",65,0,"MAD",4.5,"7/7/2025",26045,"dvcnew_wide","USA003309329138",2025-10-21,"RES6X100",NA,NA,NA,NA,2025-07-15,"ENRO+ELECT",2025-07-16,"ELEC+ADD",NA,NA,NA,NA,NA,NA
"4458",1432869,"USA003306554945","7/4/2025","M","B","B",93,0,"MAD",3,"7/7/2025",26046,"dvcnew_wide","USA003306554945",2025-10-15,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4459",1432870,"USA003306554848","7/4/2025","M","B","B",80,0,"MAD",3,"7/7/2025",26047,"dvcnew_wide","USA003306554848",2025-10-05,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4460",1432871,"USA003306554991","7/4/2025","F","B","B",83,0,"MAD",4.5,"7/7/2025",26048,"dvcnew_wide","USA003306554991",2025-07-17,"RES6X100",2025-07-22,"EXCE-1.5CC",2025-10-08,"RES6X100",2025-07-16,"ENRO+ELECT",NA,NA,NA,NA,NA,NA,NA,NA
"4461",1435208,"USA003313529947","7/4/2025","M","B","B",88,0,"CLD",3,"7/7/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4462",1435209,"USA003313530033","7/4/2025","M","B","B",82,0,"CLD",3,"7/7/2025",27744,"dvcnew_wide","USA003313530033",2025-09-04,"RES6X100",2025-09-10,"EXCE-1.5CC",2025-10-10,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4463",1435210,"USA003313529688","7/4/2025","F","B","B",77,0,"CLD",4.5,"7/7/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4464",1435211,"USA003313529962","7/4/2025","M","B","B",102,0,"CLD",3,"7/7/2025",27745,"dvcnew_wide","USA003313529962",2025-09-14,"RES6X100",2025-09-19,"EXCE-1.5CC",2025-10-16,"RES6X100",2025-07-15,"ENRO+ELECT",NA,NA,NA,NA,NA,NA,NA,NA
"4465",1435216,"USA003313530023","7/4/2025","M","B","B",102,0,"CLD",3,"7/7/2025",27749,"dvcnew_wide","USA003313530023",2025-07-29,"RES6X100",2025-08-03,"EXCE-1.5CC",2025-10-21,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4466",1435220,"USA003313529952","7/4/2025","M","B","B",94,0,"CLD",3,"7/7/2025",27753,"dvcnew_wide","USA003313529952",2025-10-12,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4467",1435222,"USA003313530028","7/4/2025","M","B","B",92,0,"CLD",3,"7/7/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4468",1436101,"USA003311861483","7/4/2025","M","B","B",116,0,"SWD",3,"7/7/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4469",1436103,"USA003311862283","7/4/2025","M","B","B",89,0,"SWD",3,"7/7/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4470",1436104,"USA003311861494","7/4/2025","M","B","B",93,0,"SWD",3,"7/7/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4471",1436105,"USA003311861504","7/4/2025","M","B","B",84,0,"SWD",3,"7/7/2025",28355,"dvcnew_wide","USA003311861504",2025-09-08,"RES6X100",2025-09-13,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4472",1436106,"USA003311861503","7/4/2025","M","B","B",96,0,"SWD",3,"7/7/2025",28356,"dvcnew_wide","USA003311861503",2025-10-19,"RES6X100",2025-10-19,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4473",1442938,"USA003313536826","7/4/2025","F","B","B",70,0,"RVD",4.5,"7/7/2025",32637,"dvcnew_wide","USA003313536826",2025-09-16,"RES6X100",2025-09-21,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4474",1442939,"USA003313536885","7/4/2025","M","B","B",92,0,"RVD",3,"7/7/2025",32638,"dvcnew_wide","USA003313536885",NA,NA,NA,NA,NA,NA,2025-07-06,"BISMUSOL ORAL",NA,NA,NA,NA,NA,NA,NA,NA
"4475",1442940,"USA003313536286","7/4/2025","M","B","B",86,0,"RVD",3,"7/7/2025",32639,"dvcnew_wide","USA003313536286",2025-08-09,"RES6X100",2025-08-14,"EXCE-1.5CC",2025-10-15,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4476",1442941,"USA003313536622","7/4/2025","F","B","B",96,0,"RVD",4.5,"7/7/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4477",1442942,"USA003313536811","7/4/2025","F","B","B",84,0,"RVD",4.5,"7/7/2025",32640,"dvcnew_wide","USA003313536811",2025-08-19,"RES6X100",2025-08-24,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4478",1442943,"USA003313536915","7/4/2025","F","B","B",66,0,"RVD",4.5,"7/7/2025",32641,"dvcnew_wide","USA003313536915",2025-10-07,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4479",1442944,"USA003313536634","7/4/2025","M","B","B",61,0,"RVD",3,"7/7/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4480",1442945,"USA003313536916","7/4/2025","M","B","B",95,0,"RVD",3,"7/7/2025",32642,"dvcnew_wide","USA003313536916",2025-08-17,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,2025-08-17,"MIN OIL",NA,NA,2025-08-19,"INFECTION"
"4481",1442946,"USA003313536876","7/4/2025","F","B","B",70,0,"RVD",4.5,"7/7/2025",32643,"dvcnew_wide","USA003313536876",2025-08-13,"RES6X100",2025-08-19,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4482",1442947,"USA003313536812","7/4/2025","M","B","B",90,0,"RVD",3,"7/7/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4483",1442948,"USA003313536289","7/4/2025","M","B","B",72,0,"RVD",3,"7/7/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4484",1442949,"USA003313536627","7/4/2025","F","B","B",74,0,"RVD",4.5,"7/7/2025",32644,"dvcnew_wide","USA003313536627",2025-10-28,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4485",1442950,"USA003313536813","7/4/2025","M","B","B",93,0,"RVD",3,"7/7/2025",32645,"dvcnew_wide","USA003313536813",2025-08-20,"RES6X100",2025-08-25,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-09-11,"INFECTION"
"4486",1448722,"USA003306583237","7/4/2025","M","B","B",89,0,"GAD",3,"7/7/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4487",1448728,"USA003285400833","7/4/2025","M","B","B",99,0,"GAD",3,"7/7/2025",35367,"dvcnew_wide","USA003285400833",2025-07-15,"RES6X100",2025-07-20,"EXCE-1.5CC",2025-10-18,"EXCE-1.5CC",2025-07-15,"ELEC+ADD",NA,NA,NA,NA,NA,NA,NA,NA
"4488",1449135,"USA003292369007","7/4/2025","M","B","B",92,0,"CAD",3,"7/7/2025",35620,"dvcnew_wide","USA003292369007",2025-08-12,"RES6X100",2025-08-17,"EXCE-1.5CC",2025-10-06,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4489",1449136,"USA003292368998","7/4/2025","F","B","B",90,0,"CAD",4.5,"7/7/2025",35621,"dvcnew_wide","USA003292368998",2025-10-04,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4490",1449137,"USA003292368990","7/4/2025","F","B","B",90,0,"CAD",4.5,"7/7/2025",35622,"dvcnew_wide","USA003292368990",2025-08-21,"RES6X100",2025-08-26,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4491",1449139,"USA003295912511","7/4/2025","F","B","B",73,0,"CAD",4.5,"7/7/2025",35624,"dvcnew_wide","USA003295912511",2025-10-02,"RES6X100",NA,NA,NA,NA,2025-07-16,"ENRO+ELECT",NA,NA,NA,NA,NA,NA,NA,NA
"4492",1449140,"USA003295911991","7/4/2025","F","B","B",65,0,"CAD",4.5,"7/7/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4493",1449141,"USA003292369005","7/4/2025","F","B","B",87,0,"CAD",4.5,"7/7/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4494",1449143,"USA003295978243","7/4/2025","M","B","B",94,0,"CAD",3,"7/7/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4495",1449144,"USA003292368673","7/4/2025","F","B","B",78,0,"CAD",4.5,"7/7/2025",35625,"dvcnew_wide","USA003292368673",NA,NA,NA,NA,NA,NA,2025-07-12,"ENRO+ELECT",NA,NA,NA,NA,NA,NA,NA,NA
"4496",1449146,"USA003292369004","7/4/2025","M","B","B",72,0,"CAD",3,"7/7/2025",35627,"dvcnew_wide","USA003292369004",2025-07-24,"RES6X100",2025-07-29,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4497",1451483,"USA003313541844","7/4/2025","M","B","B",80,0,"D45",3,"7/7/2025",37111,"dvcnew_wide","USA003313541844",2025-08-24,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-25,"INFECTION"
"4498",1451484,"USA003313541849","7/4/2025","M","B","B",92,0,"D45",3,"7/7/2025",37112,"dvcnew_wide","USA003313541849",2025-08-16,"RES6X100",2025-08-21,"EXCE-1.5CC",2025-10-11,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4499",1451485,"USA003313541857","7/4/2025","F","B","B",93,0,"D45",4.5,"7/7/2025",37113,"dvcnew_wide","USA003313541857",2025-08-15,"RES6X100",2025-08-21,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4500",1451486,"USA003313541648","7/4/2025","M","B","B",103,0,"D45",3,"7/7/2025",37114,"dvcnew_wide","USA003313541648",2025-08-13,"RES6X100",2025-08-19,"EXCE-1.5CC",2025-08-25,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4501",1451487,"USA003313541853","7/4/2025","M","B","B",90,0,"D45",3,"7/7/2025",37115,"dvcnew_wide","USA003313541853",2025-08-31,"RES6X100",2025-09-05,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4502",1451488,"USA003313541910","7/4/2025","F","B","B",85,0,"D45",4.5,"7/7/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4503",1451489,"USA003313541856","7/4/2025","M","B","B",87,0,"D45",3,"7/7/2025",37116,"dvcnew_wide","USA003313541856",2025-08-27,"RES6X100",2025-09-01,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4504",1451490,"USA003313541796","7/4/2025","M","B","B",79,0,"D45",3,"7/7/2025",37117,"dvcnew_wide","USA003313541796",2025-08-23,"RES6X100",2025-08-28,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4505",1451491,"USA003313541852","7/4/2025","M","B","B",103,0,"D45",3,"7/7/2025",37118,"dvcnew_wide","USA003313541852",2025-10-28,"RES6X100",2025-10-28,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4506",1451492,"USA003313541791","7/4/2025","F","B","B",90,0,"D45",4.5,"7/7/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4507",1451493,"USA003313541850","7/4/2025","M","B","B",93,0,"D45",3,"7/7/2025",37119,"dvcnew_wide","USA003313541850",2025-07-22,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4508",1451494,"USA003313541858","7/4/2025","M","B","B",97,0,"D45",3,"7/7/2025",37120,"dvcnew_wide","USA003313541858",2025-10-12,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4509",1451495,"USA003313541902","7/4/2025","M","B","B",113,0,"D45",3,"7/7/2025",37121,"dvcnew_wide","USA003313541902",2025-10-04,"RES6X100",2025-10-11,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4510",1451496,"USA003313541642","7/4/2025","F","B","B",100,0,"D45",4.5,"7/7/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4511",1451497,"USA003313541647","7/4/2025","M","B","B",95,0,"D45",3,"7/7/2025",37122,"dvcnew_wide","USA003313541647",2025-07-30,"RES6X100",2025-08-04,"EXCE-1.5CC",2025-10-06,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4512",1451498,"USA003313541639","7/4/2025","M","B","B",94,0,"D45",3,"7/7/2025",37123,"dvcnew_wide","USA003313541639",2025-09-18,"RES6X100",2025-09-23,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4513",1451499,"USA003313541670","7/4/2025","M","B","B",117,0,"D45",3,"7/7/2025",37124,"dvcnew_wide","USA003313541670",2025-10-08,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4514",1451500,"USA003313541659","7/4/2025","M","B","B",82,0,"D45",3,"7/7/2025",37125,"dvcnew_wide","USA003313541659",2025-10-02,"EXCE-1.5CC",2025-10-02,"RES6X100",2025-10-11,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4515",1451501,"USA003313541662","7/4/2025","M","B","B",100,0,"D45",3,"7/7/2025",37126,"dvcnew_wide","USA003313541662",2025-09-08,"RES6X100",2025-09-13,"EXCE-1.5CC",2025-10-05,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4516",1453052,"USA003311847688","7/4/2025","F","B","B",97,0,"WRD",4.5,"7/7/2025",38186,"dvcnew_wide","USA003311847688",2025-09-07,"RES6X100",2025-09-12,"EXCE-1.5CC",2025-10-12,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4517",1453053,"USA003313551129","7/4/2025","F","B","B",79,0,"WRD",4.5,"7/7/2025",38187,"dvcnew_wide","USA003313551129",2025-08-08,"RES6X100",2025-08-13,"EXCE-1.5CC",2025-10-06,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4518",1453054,"USA003313551000","7/4/2025","M","B","B",93,0,"WRD",3,"7/7/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4519",1453055,"USA003313551003","7/4/2025","F","B","B",76,0,"WRD",4.5,"7/7/2025",38188,"dvcnew_wide","USA003313551003",2025-08-19,"RES6X100",2025-08-24,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4520",1453056,"USA003313551116","7/4/2025","M","B","B",98,0,"WRD",3,"7/7/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4521",1453057,"USA003311847732","7/4/2025","M","B","B",91,0,"WRD",3,"7/7/2025",38189,"dvcnew_wide","USA003311847732",2025-09-01,"RES6X100",2025-09-06,"EXCE-1.5CC",2025-10-03,"RES6X100",NA,NA,NA,NA,2025-09-01,"MIN OIL",NA,NA,NA,NA
"4522",1453058,"USA003313551137","7/4/2025","F","B","B",76,0,"WRD",4.5,"7/7/2025",38190,"dvcnew_wide","USA003313551137",2025-10-21,"RES6X100",NA,NA,NA,NA,2025-07-19,"ENRO+ELECT",NA,NA,NA,NA,NA,NA,NA,NA
"4523",1453059,"USA003311847695","7/4/2025","M","B","B",91,0,"WRD",3,"7/7/2025",38191,"dvcnew_wide","USA003311847695",2025-09-21,"RES6X100",2025-09-26,"EXCE-1.5CC",2025-10-22,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4524",1453060,"USA003313551117","7/4/2025","F","B","B",80,0,"WRD",4.5,"7/7/2025",38192,"dvcnew_wide","USA003313551117",2025-08-11,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-12,"INFECTION"
"4525",1453061,"USA003313551132","7/4/2025","F","B","B",78,0,"WRD",4.5,"7/7/2025",38193,"dvcnew_wide","USA003313551132",2025-09-04,"RES6X100",2025-09-11,"EXCE-1.5CC",NA,NA,2025-07-07,"BISMUSOL ORAL",NA,NA,NA,NA,NA,NA,NA,NA
"4526",1453062,"USA003313551120","7/4/2025","M","B","B",101,0,"WRD",3,"7/7/2025",38194,"dvcnew_wide","USA003313551120",2025-07-25,"RES6X100",2025-07-30,"EXCE-1.5CC",2025-10-15,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4527",1453063,"USA003313550993","7/4/2025","F","B","B",80,0,"WRD",4.5,"7/7/2025",38195,"dvcnew_wide","USA003313550993",2025-08-24,"RES6X100",2025-08-29,"EXCE-1.5CC",2025-10-13,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4528",1453064,"USA003313551005","7/4/2025","M","B","B",85,0,"WRD",3,"7/7/2025",38196,"dvcnew_wide","USA003313551005",2025-10-19,"EXCE-1.5CC",2025-10-19,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4529",1460001,"USA003313536619","7/4/2025","F","B","B",80,0,"RVD",4.5,"7/7/2025",40819,"dvcnew_wide","USA003313536619",2025-09-07,"RES6X100",2025-09-13,"EXCE-1.5CC",2025-10-13,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
