ID,EID,BIRTH,sex,BREED,BRTHW,SERUM,SORCE,TRL2
839352,USA003314387504 ,8/4/2025,F     ,D     ,64,0,MSD   ,3.5
839353,USA003314387711 ,8/4/2025,F     ,D     ,60,0,MSD   ,3.5
839354,USA003314387356 ,8/4/2025,F     ,D     ,75,0,MSD   ,3.5
839355,USA003314387536 ,8/4/2025,F     ,D     ,72,0,MSD   ,3.5
839356,USA003314387474 ,8/4/2025,F     ,D     ,72,0,MSD   ,3.5
839357,USA003314387428 ,8/4/2025,F     ,D     ,61,0,MSD   ,3.5
839358,USA003314387354 ,8/4/2025,F     ,D     ,75,0,MSD   ,3.5
839360,USA003314387360 ,8/4/2025,F     ,D     ,70,0,MSD   ,3.5
839361,USA003314388023 ,8/4/2025,F     ,D     ,74,0,MSD   ,3.5
839362,USA003314387339 ,8/4/2025,F     ,D     ,78,0,MSD   ,3.5
839363,USA003314387717 ,8/4/2025,F     ,D     ,66,0,MSD   ,3.5
839364,USA003314387379 ,8/5/2025,F     ,D     ,74,0,MSD   ,3.5
839365,USA003314387735 ,8/5/2025,F     ,D     ,77,0,MSD   ,3.5
839366,USA003314387607 ,8/5/2025,F     ,D     ,68,0,MSD   ,3.5
839367,USA003314387454 ,8/5/2025,F     ,D     ,77,0,MSD   ,3.5
839368,USA003314388009 ,8/5/2025,F     ,D     ,68,0,MSD   ,3.5
839369,USA003314387856 ,8/5/2025,F     ,D     ,74,0,MSD   ,3.5
839370,USA003314387705 ,8/5/2025,F     ,D     ,66,0,MSD   ,3.5
839371,USA003314387299 ,8/6/2025,F     ,D     ,61,0,MSD   ,3.5
839372,USA003314387730 ,8/6/2025,F     ,D     ,69,0,MSD   ,3.5
839373,USA003314387834 ,8/6/2025,F     ,D     ,70,0,MSD   ,3.5
839374,USA003314387616 ,8/6/2025,F     ,D     ,63,0,MSD   ,3.5
839375,USA003314387499 ,8/6/2025,F     ,D     ,73,0,MSD   ,3.5
839376,USA003314387749 ,8/6/2025,F     ,D     ,80,0,MSD   ,3.5
839377,USA003314387287 ,8/6/2025,F     ,D     ,66,0,MSD   ,3.5
839378,USA003314387247 ,8/6/2025,F     ,D     ,64,0,MSD   ,3.5
839379,USA003314387651 ,8/6/2025,F     ,D     ,67,0,MSD   ,3.5
839380,USA003314388004 ,8/6/2025,F     ,D     ,67,0,MSD   ,3.5
839381,USA003314387754 ,8/6/2025,F     ,D     ,62,0,MSD   ,3.5
839382,USA003314387274 ,8/7/2025,F     ,D     ,71,0,MSD   ,3.5
839425,USA003314387204 ,8/10/2025,F     ,D     ,66,70,MSD   ,3.5
839427,USA003314387220 ,8/10/2025,F     ,D     ,71,0,MSD   ,3.5
839428,USA003314387230 ,8/10/2025,F     ,D     ,67,0,MSD   ,3.5
839429,USA003314387819 ,8/10/2025,F     ,D     ,65,60,MSD   ,3.5
839430,USA003314387462 ,8/10/2025,F     ,D     ,72,70,MSD   ,3.5
839431,USA003314387567 ,8/10/2025,F     ,D     ,77,0,MSD   ,3.5
839432,USA003314387303 ,8/10/2025,F     ,D     ,63,77,MSD   ,3.5
839433,USA003314387860 ,8/10/2025,F     ,D     ,77,0,MSD   ,3.5
839434,USA003314387271 ,8/10/2025,F     ,D     ,70,0,MSD   ,3.5
839452,USA003314387731 ,8/12/2025,F     ,D     ,69,0,MSD   ,3.5
839453,USA003314387238 ,8/12/2025,F     ,D     ,70,0,MSD   ,3.5
839454,USA003314387659 ,8/12/2025,F     ,D     ,85,0,MSD   ,3.5
839455,USA003314388091 ,8/12/2025,F     ,D     ,68,0,MSD   ,3.5
839456,USA003314387400 ,8/12/2025,F     ,D     ,74,0,MSD   ,3.5
839457,USA003314387188 ,8/12/2025,F     ,D     ,67,0,MSD   ,3.5
839458,USA003314387427 ,8/12/2025,F     ,D     ,72,0,MSD   ,3.5
839459,USA003314387479 ,8/12/2025,F     ,D     ,81,0,MSD   ,3.5
839460,USA003314388072 ,8/12/2025,F     ,D     ,76,0,MSD   ,3.5
839462,USA003314387509 ,8/12/2025,F     ,D     ,80,0,MSD   ,3.5
839463,USA003314387511 ,8/12/2025,F     ,D     ,82,0,MSD   ,3.5
839464,USA003314387662 ,8/12/2025,F     ,D     ,65,0,MSD   ,3.5
839465,USA003314387530 ,8/12/2025,F     ,D     ,66,0,MSD   ,3.5
839466,USA003314387336 ,8/12/2025,F     ,D     ,75,0,MSD   ,3.5
839467,USA003314387947 ,8/12/2025,F     ,D     ,63,0,MSD   ,3.5
839468,USA003314388019 ,8/12/2025,F     ,D     ,66,0,MSD   ,3.5
839469,USA003314387578 ,8/12/2025,F     ,D     ,98,0,MSD   ,3.5
839470,USA003314387702 ,8/12/2025,F     ,D     ,79,0,MSD   ,3.5
839471,USA003314387155 ,8/12/2025,F     ,D     ,81,0,MSD   ,3.5
839472,USA003314387794 ,8/12/2025,F     ,D     ,64,0,MSD   ,3.5
839473,USA003314387151 ,8/12/2025,F     ,D     ,75,0,MSD   ,3.5
839474,USA003314387164 ,8/12/2025,F     ,D     ,61,0,MSD   ,3.5
839475,USA003314387186 ,8/12/2025,F     ,D     ,57,0,MSD   ,3.5
839476,USA003314387857 ,8/12/2025,F     ,D     ,62,0,MSD   ,3.5
839477,USA003314387141 ,8/13/2025,F     ,D     ,69,0,MSD   ,3.5
839478,USA003314387286 ,8/13/2025,F     ,D     ,55,0,MSD   ,3.5
839479,USA003314387841 ,8/13/2025,F     ,D     ,63,0,MSD   ,3.5
839480,USA003314388106 ,8/13/2025,F     ,D     ,70,0,MSD   ,3.5
839481,USA003314387386 ,8/13/2025,F     ,D     ,62,0,MSD   ,3.5
839482,USA003314387832 ,8/13/2025,F     ,D     ,67,0,MSD   ,3.5
839483,USA003314387156 ,8/13/2025,F     ,D     ,82,0,MSD   ,3.5
839484,USA003314387835 ,8/13/2025,F     ,D     ,68,0,MSD   ,3.5
839485,USA003314387584 ,8/13/2025,F     ,D     ,57,0,MSD   ,3.5
839486,USA003314387812 ,8/13/2025,F     ,D     ,74,0,MSD   ,3.5
839487,USA003314387755 ,8/13/2025,F     ,D     ,60,0,MSD   ,3.5
839489,USA003314387256 ,8/13/2025,F     ,D     ,68,0,MSD   ,3.5
839526,USA003314387597 ,8/16/2025,F     ,D     ,97,0,MSD   ,3.5
839527,USA003314388022 ,8/16/2025,F     ,D     ,68,0,MSD   ,3.5
839528,USA003314387614 ,8/16/2025,F     ,D     ,65,0,MSD   ,3.5
839529,USA003314388037 ,8/16/2025,F     ,D     ,67,0,MSD   ,3.5
839530,USA003314387212 ,8/16/2025,F     ,D     ,60,0,MSD   ,3.5
839531,USA003314387211 ,8/16/2025,F     ,D     ,78,0,MSD   ,3.5
839533,USA003314387602 ,8/16/2025,F     ,D     ,74,0,MSD   ,3.5
839534,USA003314387468 ,8/16/2025,F     ,D     ,67,0,MSD   ,3.5
839535,USA003314387313 ,8/16/2025,F     ,D     ,81,0,MSD   ,3.5
839536,USA003314388107 ,8/16/2025,F     ,D     ,61,0,MSD   ,3.5
839537,USA003314387605 ,8/16/2025,F     ,D     ,84,0,MSD   ,3.5
839538,USA003314387375 ,8/16/2025,F     ,D     ,72,0,MSD   ,3.5
839539,USA003314387409 ,8/16/2025,F     ,D     ,50,0,MSD   ,3.5
839540,USA003314388032 ,8/16/2025,F     ,D     ,80,0,MSD   ,3.5
839541,USA003314387410 ,8/17/2025,F     ,D     ,74,0,MSD   ,3.5
839542,USA003314387153 ,8/17/2025,F     ,D     ,77,0,MSD   ,3.5
839543,USA003314388060 ,8/17/2025,F     ,D     ,83,0,MSD   ,3.5
839544,USA003314387606 ,8/17/2025,F     ,D     ,58,0,MSD   ,3.5
839545,USA003314387332 ,8/17/2025,F     ,D     ,80,0,MSD   ,3.5
839546,USA003314387258 ,8/17/2025,F     ,D     ,79,0,MSD   ,3.5
839547,USA003314387314 ,8/17/2025,F     ,D     ,74,0,MSD   ,3.5
839548,USA003314388090 ,8/17/2025,F     ,D     ,75,0,MSD   ,3.5
839549,USA003314388104 ,8/17/2025,F     ,D     ,71,0,MSD   ,3.5
839550,USA003314387999 ,8/17/2025,F     ,D     ,82,0,MSD   ,3.5
839551,USA003314388095 ,8/17/2025,F     ,D     ,70,0,MSD   ,3.5
839552,USA003314387995 ,8/17/2025,F     ,D     ,75,0,MSD   ,3.5
839553,USA003314387576 ,8/17/2025,F     ,D     ,73,0,MSD   ,3.5
839565,USA003314387822 ,8/19/2025,F     ,D     ,75,0,MSD   ,3.5
839567,USA003314387203 ,8/19/2025,F     ,D     ,71,0,MSD   ,3.5
839568,USA003314387179 ,8/19/2025,F     ,D     ,74,0,MSD   ,3.5
839569,USA003314387663 ,8/19/2025,F     ,D     ,62,0,MSD   ,3.5
839570,USA003314387679 ,8/19/2025,F     ,D     ,67,0,MSD   ,3.5
839571,USA003314387358 ,8/19/2025,F     ,D     ,82,0,MSD   ,3.5
839573,USA003314387842 ,8/19/2025,F     ,D     ,83,0,MSD   ,3.5
839574,USA003314387683 ,8/19/2025,F     ,D     ,75,0,MSD   ,3.5
839575,USA003314387689 ,8/19/2025,F     ,D     ,59,0,MSD   ,3.5
839576,USA003314387765 ,8/20/2025,F     ,D     ,69,0,MSD   ,3.5
839577,USA003314388027 ,8/20/2025,F     ,D     ,60,0,MSD   ,3.5
839578,USA003316667401 ,8/20/2025,F     ,D     ,66,0,MSD   ,3.5
839579,USA003316667397 ,8/20/2025,F     ,D     ,75,0,MSD   ,3.5
839580,USA003316667363 ,8/20/2025,F     ,D     ,69,0,MSD   ,3.5
839581,USA003316667321 ,8/20/2025,F     ,D     ,65,0,MSD   ,3.5
839582,USA003316667347 ,8/20/2025,F     ,D     ,74,0,MSD   ,3.5
839583,USA003316667341 ,8/20/2025,F     ,D     ,83,0,MSD   ,3.5
839584,USA003316667367 ,8/20/2025,F     ,D     ,78,0,MSD   ,3.5
839585,USA003316667344 ,8/20/2025,F     ,D     ,67,0,MSD   ,3.5
839586,USA003316667475 ,8/20/2025,F     ,D     ,71,0,MSD   ,3.5
839587,USA003316667407 ,8/20/2025,F     ,D     ,70,0,MSD   ,3.5
839588,USA003316667424 ,8/20/2025,F     ,D     ,69,0,MSD   ,3.5
839589,USA003316667373 ,8/20/2025,F     ,D     ,72,0,MSD   ,3.5
839590,USA003316667334 ,8/21/2025,F     ,D     ,78,0,MSD   ,3.5
839591,USA003316667419 ,8/21/2025,F     ,D     ,74,0,MSD   ,3.5
839592,USA003316667369 ,8/21/2025,F     ,D     ,75,0,MSD   ,3.5
839593,USA003316667465 ,8/21/2025,F     ,D     ,61,0,MSD   ,3.5
839594,USA003316667474 ,8/21/2025,F     ,D     ,83,0,MSD   ,3.5
839595,USA003316667387 ,8/21/2025,F     ,D     ,80,0,MSD   ,3.5
839596,USA003316667408 ,8/21/2025,F     ,D     ,74,0,MSD   ,3.5
839597,USA003316667463 ,8/21/2025,F     ,D     ,76,0,MSD   ,3.5
839598,USA003316667372 ,8/21/2025,F     ,D     ,75,0,MSD   ,3.5
839599,USA003316667457 ,8/21/2025,F     ,D     ,67,0,MSD   ,3.5
839600,USA003316667343 ,8/21/2025,F     ,D     ,56,0,MSD   ,3.5
839601,USA003316667430 ,8/21/2025,F     ,D     ,81,0,MSD   ,3.5
839602,USA003316667346 ,8/21/2025,F     ,D     ,76,0,MSD   ,3.5
839603,USA003316667383 ,8/21/2025,F     ,D     ,64,0,MSD   ,3.5
839604,USA003316667433 ,8/21/2025,F     ,D     ,74,0,MSD   ,3.5
839605,USA003316667426 ,8/21/2025,F     ,D     ,71,0,MSD   ,3.5
839606,USA003316667374 ,8/21/2025,F     ,D     ,83,0,MSD   ,3.5
839607,USA003316667364 ,8/21/2025,F     ,D     ,64,0,MSD   ,3.5
839608,USA003316667461 ,8/22/2025,F     ,D     ,84,0,MSD   ,3.5
839609,USA003316667381 ,8/22/2025,F     ,D     ,77,0,MSD   ,3.5
839610,USA003316667351 ,8/22/2025,F     ,D     ,73,0,MSD   ,3.5
839611,USA003316667476 ,8/22/2025,F     ,D     ,71,0,MSD   ,3.5
839612,USA003316667456 ,8/22/2025,F     ,D     ,69,0,MSD   ,3.5
839613,USA003316667404 ,8/22/2025,F     ,D     ,83,0,MSD   ,3.5
839614,USA003316667388 ,8/22/2025,F     ,D     ,59,0,MSD   ,3.5
839615,USA003316667438 ,8/22/2025,F     ,D     ,70,0,MSD   ,3.5
839616,USA003316667453 ,8/22/2025,F     ,D     ,66,0,MSD   ,3.5
839617,USA003316667443 ,8/22/2025,F     ,D     ,80,0,MSD   ,3.5
839618,USA003316667320 ,8/23/2025,F     ,D     ,72,0,MSD   ,3.5
839619,USA003316667413 ,8/23/2025,F     ,D     ,68,0,MSD   ,3.5
839621,USA003316667450 ,8/23/2025,F     ,D     ,59,0,MSD   ,3.5
839622,USA003316667428 ,8/23/2025,F     ,D     ,59,0,MSD   ,3.5
839623,USA003316667394 ,8/23/2025,F     ,D     ,82,0,MSD   ,3.5
839624,USA003316667449 ,8/23/2025,F     ,D     ,77,0,MSD   ,3.5
839625,USA003316667416 ,8/23/2025,F     ,D     ,69,0,MSD   ,3.5
839626,USA003316667444 ,8/23/2025,F     ,D     ,74,0,MSD   ,3.5
839627,USA003316667414 ,8/23/2025,F     ,D     ,76,0,MSD   ,3.5
839628,USA003316667455 ,8/23/2025,F     ,D     ,87,0,MSD   ,3.5
839629,USA003314388013 ,8/23/2025,F     ,D     ,75,0,MSD   ,3.5
839630,USA003316667448 ,8/23/2025,F     ,D     ,80,0,MSD   ,3.5
839631,USA003316667429 ,8/23/2025,F     ,D     ,77,0,MSD   ,3.5
839632,USA003316667405 ,8/23/2025,F     ,D     ,65,0,MSD   ,3.5
839634,USA003316667378 ,8/24/2025,F     ,D     ,51,0,MSD   ,3.5
839635,USA003316667468 ,8/24/2025,F     ,D     ,56,0,MSD   ,3.5
839636,USA003316667471 ,8/24/2025,F     ,D     ,72,0,MSD   ,3.5
839637,USA003316667447 ,8/24/2025,F     ,D     ,63,0,MSD   ,3.5
839638,USA003316667435 ,8/24/2025,F     ,D     ,66,0,MSD   ,3.5
839639,USA003316667458 ,8/24/2025,F     ,D     ,65,0,MSD   ,3.5
839640,USA003316667339 ,8/24/2025,F     ,D     ,63,0,MSD   ,3.5
839641,USA003316667472 ,8/24/2025,F     ,D     ,78,0,MSD   ,3.5
839642,USA003316667395 ,8/24/2025,F     ,D     ,76,0,MSD   ,3.5
839643,USA003316667420 ,8/24/2025,F     ,D     ,73,0,MSD   ,3.5
839644,USA003316667460 ,8/24/2025,F     ,D     ,63,0,MSD   ,3.5
839645,USA003316667379 ,8/24/2025,F     ,D     ,63,0,MSD   ,3.5
839646,USA003316667392 ,8/24/2025,F     ,D     ,72,0,MSD   ,3.5
839647,USA003316667432 ,8/24/2025,F     ,D     ,72,0,MSD   ,3.5
839648,USA003316667422 ,8/25/2025,F     ,D     ,64,0,MSD   ,3.5
839649,USA003316667437 ,8/25/2025,F     ,D     ,81,0,MSD   ,3.5
839650,USA003316667399 ,8/25/2025,F     ,D     ,70,0,MSD   ,3.5
839651,USA003316667391 ,8/25/2025,F     ,D     ,72,0,MSD   ,3.5
839652,USA003316667427 ,8/25/2025,F     ,D     ,81,0,MSD   ,3.5
839653,USA003316667425 ,8/25/2025,F     ,D     ,77,0,MSD   ,3.5
839654,USA003316667441 ,8/25/2025,F     ,D     ,73,0,MSD   ,3.5
839655,USA003316667418 ,8/25/2025,F     ,D     ,74,0,MSD   ,3.5
839656,USA003314388026 ,8/25/2025,F     ,D     ,81,0,MSD   ,3.5
839657,USA003316667440 ,8/26/2025,F     ,D     ,89,0,MSD   ,3.5
844215,USA003313295115 ,6/19/2025,F     ,D     ,83,0,CAD   ,3.5
844221,USA003313295091 ,6/19/2025,F     ,D     ,75,0,CAD   ,3.5
844222,USA003313295245 ,6/19/2025,F     ,D     ,77,0,CAD   ,3.5
844225,USA003313295268 ,6/20/2025,F     ,D     ,76,0,CAD   ,3.5
844242,USA003313295217 ,6/21/2025,F     ,D     ,61,0,CAD   ,3.5
844248,USA003313295186 ,6/22/2025,F     ,D     ,77,0,CAD   ,3.5
844249,USA003313295064 ,6/22/2025,F     ,D     ,84,0,CAD   ,3.5
844250,USA003313295092 ,6/22/2025,F     ,D     ,89,0,CAD   ,3.5
844251,USA003313295129 ,6/22/2025,F     ,D     ,80,0,CAD   ,3.5
844252,USA003313295035 ,6/22/2025,F     ,D     ,68,0,CAD   ,3.5
844253,USA003313295036 ,6/22/2025,F     ,D     ,80,0,CAD   ,3.5
844254,USA003313295131 ,6/22/2025,F     ,D     ,78,0,CAD   ,3.5
844255,USA003313295081 ,6/22/2025,F     ,D     ,70,0,CAD   ,3.5
844256,USA003313295238 ,6/22/2025,F     ,D     ,76,0,CAD   ,3.5
844257,USA003313191164 ,6/22/2025,F     ,D     ,73,0,CAD   ,3.5
844258,USA003313295148 ,6/22/2025,F     ,D     ,84,0,CAD   ,3.5
844259,USA003313295069 ,6/22/2025,F     ,D     ,72,0,CAD   ,3.5
844260,USA003313295066 ,6/22/2025,F     ,D     ,80,0,CAD   ,3.5
844261,USA003313295137 ,6/22/2025,F     ,D     ,65,0,CAD   ,3.5
844262,USA003313295072 ,6/22/2025,F     ,D     ,73,0,CAD   ,3.5
844263,USA003308445467 ,6/23/2025,F     ,D     ,69,0,CAD   ,3.5
844264,USA003313295221 ,6/23/2025,F     ,D     ,80,0,CAD   ,3.5
844265,USA003313295197 ,6/23/2025,F     ,D     ,64,0,CAD   ,3.5
844266,USA003313295196 ,6/23/2025,F     ,D     ,75,0,CAD   ,3.5
844267,USA003313295213 ,6/23/2025,F     ,D     ,70,0,CAD   ,3.5
844268,USA003313295178 ,6/23/2025,F     ,D     ,64,0,CAD   ,3.5
844269,USA003313295215 ,6/23/2025,F     ,D     ,70,0,CAD   ,3.5
844270,USA003313295227 ,6/23/2025,F     ,D     ,84,0,CAD   ,3.5
844271,USA003313295041 ,6/23/2025,F     ,D     ,78,0,CAD   ,3.5
844272,USA003313295235 ,6/23/2025,F     ,D     ,56,0,CAD   ,3.5
844351,USA003313295040 ,6/29/2025,F     ,D     ,78,0,CAD   ,3.5
844353,USA003308445918 ,6/29/2025,F     ,D     ,81,0,CAD   ,3.5
844354,USA003313295146 ,6/29/2025,F     ,D     ,67,0,CAD   ,3.5
844357,USA003308445806 ,6/29/2025,F     ,D     ,78,0,CAD   ,3.5
844358,USA003308445789 ,6/29/2025,F     ,D     ,85,0,CAD   ,3.5
844359,USA003313295247 ,6/29/2025,F     ,D     ,72,0,CAD   ,3.5
844363,USA003308445835 ,6/29/2025,F     ,D     ,86,0,CAD   ,3.5
844364,USA003308445881 ,6/29/2025,F     ,D     ,76,0,CAD   ,3.5
844365,USA003308445905 ,6/30/2025,F     ,D     ,71,0,CAD   ,3.5
844366,USA003308445847 ,6/30/2025,F     ,D     ,74,0,CAD   ,3.5
844367,USA003308445987 ,6/30/2025,F     ,D     ,80,0,CAD   ,3.5
844368,USA003308445944 ,6/30/2025,F     ,D     ,75,0,CAD   ,3.5
844369,USA003308445986 ,6/30/2025,F     ,D     ,78,0,CAD   ,3.5
844370,USA003308445965 ,6/30/2025,F     ,D     ,80,0,CAD   ,3.5
844371,USA003308445939 ,6/30/2025,F     ,D     ,66,0,CAD   ,3.5
844372,USA003308445945 ,6/30/2025,F     ,D     ,81,0,CAD   ,3.5
844373,USA003308445815 ,6/30/2025,F     ,D     ,86,0,CAD   ,3.5
844374,USA003313295049 ,6/30/2025,F     ,D     ,82,0,CAD   ,3.5
844375,USA003308445949 ,6/30/2025,F     ,D     ,77,0,CAD   ,3.5
844411,USA003308445931 ,7/4/2025,F     ,D     ,77,0,CAD   ,3.5
844447,USA003308445846 ,7/6/2025,F     ,D     ,73,0,CAD   ,3.5
844448,USA003292369000 ,7/6/2025,F     ,D     ,79,0,CAD   ,3.5
844449,USA003308445962 ,7/6/2025,F     ,D     ,84,0,CAD   ,3.5
844450,USA003308445855 ,7/6/2025,F     ,D     ,80,0,CAD   ,3.5
844451,USA003308445817 ,7/6/2025,F     ,D     ,59,0,CAD   ,3.5
844452,USA003308445966 ,7/6/2025,F     ,D     ,73,0,CAD   ,3.5
844462,USA003308445818 ,7/7/2025,F     ,D     ,78,0,CAD   ,3.5
844463,USA003308445943 ,7/7/2025,F     ,D     ,72,0,CAD   ,3.5
844464,USA003308445982 ,7/8/2025,F     ,D     ,81,0,CAD   ,3.5
844465,USA003308445780 ,7/8/2025,F     ,D     ,67,0,CAD   ,3.5
844467,USA003308445797 ,7/8/2025,F     ,D     ,90,0,CAD   ,3.5
844468,USA003308445782 ,7/8/2025,F     ,D     ,70,0,CAD   ,3.5
844469,USA003308445761 ,7/8/2025,F     ,D     ,77,0,CAD   ,3.5
844470,USA003313294970 ,7/8/2025,F     ,D     ,74,0,CAD   ,3.5
844471,USA003313294919 ,7/8/2025,F     ,D     ,77,0,CAD   ,3.5
844472,USA003313294815 ,7/8/2025,F     ,D     ,76,0,CAD   ,3.5
844473,USA003313294809 ,7/8/2025,F     ,D     ,70,0,CAD   ,3.5
844474,USA003313294807 ,7/8/2025,F     ,D     ,92,0,CAD   ,3.5
844475,USA003313295011 ,7/8/2025,F     ,D     ,69,0,CAD   ,3.5
844476,USA003313294960 ,7/8/2025,F     ,D     ,90,0,CAD   ,3.5
844477,USA003313294957 ,7/9/2025,F     ,D     ,78,0,CAD   ,3.5
844478,USA003313295022 ,7/9/2025,F     ,D     ,74,0,CAD   ,3.5
844479,USA003313295004 ,7/9/2025,F     ,D     ,61,0,CAD   ,3.5
844480,USA003313294917 ,7/9/2025,F     ,D     ,86,0,CAD   ,3.5
844481,USA003313294876 ,7/9/2025,F     ,D     ,86,0,CAD   ,3.5
844482,USA003313294814 ,7/9/2025,F     ,D     ,68,0,CAD   ,3.5
844483,USA003313294954 ,7/9/2025,F     ,D     ,73,0,CAD   ,3.5
844484,USA003313294913 ,7/9/2025,F     ,D     ,72,0,CAD   ,3.5
844485,USA003313294867 ,7/9/2025,F     ,D     ,83,0,CAD   ,3.5
844486,USA003313294972 ,7/9/2025,F     ,D     ,81,0,CAD   ,3.5
844487,USA003313295249 ,7/9/2025,F     ,D     ,82,0,CAD   ,3.5
844488,USA003313295012 ,7/9/2025,F     ,D     ,82,0,CAD   ,3.5
844489,USA003313295128 ,7/9/2025,F     ,D     ,88,0,CAD   ,3.5
844490,USA003313294974 ,7/9/2025,F     ,D     ,75,0,CAD   ,3.5
844491,USA003313295003 ,7/9/2025,F     ,D     ,81,0,CAD   ,3.5
844492,USA003308445854 ,7/9/2025,F     ,D     ,75,0,CAD   ,3.5
844493,USA003313294973 ,7/9/2025,F     ,D     ,71,0,CAD   ,3.5
844494,USA003308445978 ,7/9/2025,F     ,D     ,77,0,CAD   ,3.5
844495,USA003308445810 ,7/9/2025,F     ,D     ,76,0,CAD   ,3.5
844496,USA003308445874 ,7/9/2025,F     ,D     ,55,0,CAD   ,3.5
844497,USA003313294805 ,7/9/2025,F     ,D     ,82,0,CAD   ,3.5
844498,USA003308445995 ,7/9/2025,F     ,D     ,76,0,CAD   ,3.5
844499,USA003308445886 ,7/9/2025,F     ,D     ,86,0,CAD   ,3.5
844500,USA003308445938 ,7/9/2025,F     ,D     ,76,0,CAD   ,3.5
844505,USA003315170449 ,8/16/2025,F     ,D     ,63,0,CAD   ,3.5
844506,USA003315170471 ,8/16/2025,F     ,D     ,63,0,CAD   ,3.5
844507,USA003315170507 ,8/16/2025,F     ,D     ,75,0,CAD   ,3.5
844508,USA003315170531 ,8/16/2025,F     ,D     ,75,0,CAD   ,3.5
844509,USA003315170487 ,8/16/2025,F     ,D     ,69,0,CAD   ,3.5
844510,USA003315170469 ,8/16/2025,F     ,D     ,75,0,CAD   ,3.5
844511,USA003315170461 ,8/16/2025,F     ,D     ,62,0,CAD   ,3.5
844512,USA003315170424 ,8/16/2025,F     ,D     ,73,0,CAD   ,3.5
844513,USA003315170591 ,8/16/2025,F     ,D     ,78,0,CAD   ,3.5
844514,USA003315170501 ,8/16/2025,F     ,D     ,64,0,CAD   ,3.5
844515,USA003315170560 ,8/16/2025,F     ,D     ,63,0,CAD   ,3.5
844516,USA003315170568 ,8/16/2025,F     ,D     ,80,0,CAD   ,3.5
844517,USA003315170611 ,8/16/2025,F     ,D     ,64,0,CAD   ,3.5
844518,USA003315170516 ,8/16/2025,F     ,D     ,80,0,CAD   ,3.5
844519,USA003315170567 ,8/16/2025,F     ,D     ,94,0,CAD   ,3.5
844520,USA003315170559 ,8/16/2025,F     ,D     ,80,0,CAD   ,3.5
844521,USA003315170635 ,8/16/2025,F     ,D     ,71,0,CAD   ,3.5
844522,USA003315170416 ,8/16/2025,F     ,D     ,79,0,CAD   ,3.5
844523,USA003315170528 ,8/16/2025,F     ,D     ,91,0,CAD   ,3.5
844524,USA003315170462 ,8/16/2025,F     ,D     ,76,0,CAD   ,3.5
844525,USA003315170542 ,8/17/2025,F     ,D     ,79,0,CAD   ,3.5
844526,USA003315170425 ,8/17/2025,F     ,D     ,89,0,CAD   ,3.5
844527,USA003315170538 ,8/17/2025,F     ,D     ,74,0,CAD   ,3.5
844528,USA003315170404 ,8/17/2025,F     ,D     ,80,0,CAD   ,3.5
844529,USA003315170455 ,8/17/2025,F     ,D     ,89,0,CAD   ,3.5
844530,USA003315170483 ,8/17/2025,F     ,D     ,79,61,CAD   ,3.5
844531,USA003315170436 ,8/17/2025,F     ,D     ,64,0,CAD   ,3.5
844532,USA003315170685 ,8/17/2025,F     ,D     ,74,0,CAD   ,3.5
844533,USA003315170566 ,8/17/2025,F     ,D     ,78,0,CAD   ,3.5
844534,USA003315170438 ,8/17/2025,F     ,D     ,80,0,CAD   ,3.5
844535,USA003315170592 ,8/17/2025,F     ,D     ,72,0,CAD   ,3.5
844536,USA003315170540 ,8/17/2025,F     ,D     ,70,0,CAD   ,3.5
844537,USA003315170565 ,8/17/2025,F     ,D     ,79,68,CAD   ,3.5
844538,USA003315170533 ,8/17/2025,F     ,D     ,82,0,CAD   ,3.5
844539,USA003315170506 ,8/17/2025,F     ,D     ,85,75,CAD   ,3.5
844540,USA003315170532 ,8/17/2025,F     ,D     ,72,0,CAD   ,3.5
844541,USA003315170530 ,8/17/2025,F     ,D     ,65,66,CAD   ,3.5
844542,USA003315170573 ,8/17/2025,F     ,D     ,72,0,CAD   ,3.5
844555,USA003315170495 ,8/18/2025,F     ,D     ,69,64,CAD   ,3.5
844560,USA003315170446 ,8/19/2025,F     ,D     ,83,0,CAD   ,3.5
844561,USA003315170405 ,8/19/2025,F     ,D     ,78,0,CAD   ,3.5
844563,USA003315170497 ,8/19/2025,F     ,D     ,80,0,CAD   ,3.5
844564,USA003315170539 ,8/19/2025,F     ,D     ,80,0,CAD   ,3.5
844565,USA003315170502 ,8/19/2025,F     ,D     ,68,0,CAD   ,3.5
844566,USA003315170529 ,8/19/2025,F     ,D     ,61,0,CAD   ,3.5
844567,USA003315170395 ,8/19/2025,F     ,D     ,81,0,CAD   ,3.5
844568,USA003315170500 ,8/19/2025,F     ,D     ,72,0,CAD   ,3.5
844569,USA003315170514 ,8/19/2025,F     ,D     ,70,0,CAD   ,3.5
844570,USA003315170633 ,8/19/2025,F     ,D     ,80,0,CAD   ,3.5
844571,USA003315170535 ,8/19/2025,F     ,D     ,74,0,CAD   ,3.5
844572,USA003315170644 ,8/19/2025,F     ,D     ,85,0,CAD   ,3.5
844573,USA003315170513 ,8/20/2025,F     ,D     ,72,0,CAD   ,3.5
844574,USA003315170557 ,8/20/2025,F     ,D     ,90,0,CAD   ,3.5
844575,USA003315170412 ,8/20/2025,F     ,D     ,63,0,CAD   ,3.5
844576,USA003315170494 ,8/20/2025,F     ,D     ,74,0,CAD   ,3.5
