ID,EID,BIRTH,sex,BREED,BRTHW,SERUM,SORCE,TRL2
1412287,USA003306584325 ,6/22/2025,M     ,B     ,92,66,LOD   ,4.5
1412289,USA003306584310 ,6/22/2025,M     ,B     ,79,60,LOD   ,4.5
1412291,USA003306585252 ,6/22/2025,F     ,B     ,112,0,LOD   ,4.5
1412292,USA003306584622 ,6/22/2025,F     ,B     ,93,0,LOD   ,4.5
1412293,USA003306585059 ,6/22/2025,F     ,B     ,95,0,LOD   ,4.5
1412294,USA003306584301 ,6/22/2025,F     ,B     ,90,0,LOD   ,4.5
1412295,USA003306585262 ,6/22/2025,M     ,B     ,94,64,LOD   ,4.5
1412296,USA003306585270 ,6/22/2025,M     ,B     ,94,70,LOD   ,4.5
1412297,USA003306584447 ,6/22/2025,F     ,B     ,83,0,LOD   ,4.5
1412298,USA003306585241 ,6/22/2025,F     ,B     ,90,0,LOD   ,4.5
1412299,USA003306585254 ,6/22/2025,F     ,B     ,94,0,LOD   ,4.5
1412301,USA003306584309 ,6/23/2025,F     ,B     ,76,0,LOD   ,4.5
1412302,USA003306584448 ,6/23/2025,F     ,B     ,84,0,LOD   ,4.5
1412303,USA003306584429 ,6/23/2025,M     ,B     ,94,54,LOD   ,4.5
1412304,USA003306584881 ,6/23/2025,M     ,B     ,115,64,LOD   ,4.5
1412305,USA003306584896 ,6/23/2025,F     ,B     ,85,0,LOD   ,4.5
1412306,USA003306584884 ,6/23/2025,M     ,B     ,60,52,LOD   ,4.5
1412308,USA003306584859 ,6/23/2025,M     ,B     ,84,66,LOD   ,4.5
1412309,USA003306584895 ,6/23/2025,M     ,B     ,105,66,LOD   ,4.5
1412311,USA003306584882 ,6/23/2025,F     ,B     ,78,0,LOD   ,4.5
1412312,USA003306584890 ,6/23/2025,M     ,B     ,90,70,LOD   ,4.5
1412313,USA003306584898 ,6/23/2025,F     ,B     ,85,0,LOD   ,4.5
1412314,USA003306584858 ,6/23/2025,F     ,B     ,94,0,LOD   ,4.5
1412315,USA003306584863 ,6/23/2025,M     ,B     ,90,64,LOD   ,4.5
1412316,USA003306584324 ,6/23/2025,F     ,B     ,77,0,LOD   ,4.5
1412353,USA003306584649 ,6/26/2025,M     ,B     ,107,0,LOD   ,4.5
1412355,USA003306584692 ,6/26/2025,M     ,B     ,91,0,LOD   ,4.5
1412356,USA003306584698 ,6/26/2025,M     ,B     ,128,0,LOD   ,4.5
1412360,USA003306584627 ,6/27/2025,M     ,B     ,96,0,LOD   ,4.5
1412362,USA003306584700 ,6/27/2025,M     ,B     ,92,0,LOD   ,4.5
1412393,USA003306584868 ,6/28/2025,F     ,B     ,116,0,LOD   ,4.5
1412397,USA003306584555 ,6/29/2025,F     ,B     ,101,0,LOD   ,4.5
1412399,USA003306585002 ,6/29/2025,F     ,B     ,82,0,LOD   ,4.5
1412404,USA003306584574 ,6/29/2025,F     ,B     ,84,0,LOD   ,4.5
1412406,USA003306585025 ,6/29/2025,F     ,B     ,89,0,LOD   ,4.5
1412409,USA003306584699 ,6/29/2025,F     ,B     ,89,0,LOD   ,4.5
1412413,USA003306584885 ,6/29/2025,F     ,B     ,55,0,LOD   ,4.5
1412416,USA003306584566 ,6/29/2025,F     ,B     ,81,0,LOD   ,4.5
1412427,USA003306585006 ,6/30/2025,F     ,B     ,65,0,LOD   ,4.5
1412433,USA003306584892 ,6/30/2025,F     ,B     ,90,0,LOD   ,4.5
1412463,USA003306586015 ,7/3/2025,F     ,B     ,89,0,LOD   ,4.5
1412468,USA003306585217 ,7/3/2025,F     ,B     ,84,0,LOD   ,4.5
1412471,USA003306585519 ,7/3/2025,F     ,B     ,82,0,LOD   ,4.5
1412474,USA003306584583 ,7/3/2025,F     ,B     ,89,0,LOD   ,4.5
1412475,USA003306585508 ,7/4/2025,F     ,B     ,72,0,LOD   ,4.5
1412477,USA003306584492 ,7/4/2025,F     ,B     ,98,0,LOD   ,4.5
1412480,USA003306585225 ,7/4/2025,F     ,B     ,93,0,LOD   ,4.5
1412481,USA003306585221 ,7/4/2025,F     ,B     ,92,0,LOD   ,4.5
1412482,USA003306585218 ,7/4/2025,F     ,B     ,90,0,LOD   ,4.5
1412483,USA003306585216 ,7/4/2025,F     ,B     ,90,0,LOD   ,4.5
1412485,USA003306585215 ,7/4/2025,F     ,B     ,95,0,LOD   ,4.5
1412486,USA003306584599 ,7/4/2025,F     ,B     ,55,72,LOD   ,4.5
1412487,USA003306585034 ,7/4/2025,F     ,B     ,95,0,LOD   ,4.5
1412488,USA003306585049 ,7/4/2025,F     ,B     ,98,0,LOD   ,4.5
1412491,USA003306585046 ,7/5/2025,F     ,B     ,75,0,LOD   ,4.5
1412492,USA003306585035 ,7/5/2025,F     ,B     ,72,0,LOD   ,4.5
1412497,USA003306585037 ,7/5/2025,F     ,B     ,112,0,LOD   ,4.5
1412499,USA003306585042 ,7/5/2025,F     ,B     ,85,0,LOD   ,4.5
1412502,USA003306586184 ,7/6/2025,F     ,B     ,71,0,LOD   ,4.5
1412503,USA003306585043 ,7/6/2025,F     ,B     ,79,0,LOD   ,4.5
1412541,USA003306585804 ,7/8/2025,M     ,B     ,79,0,LOD   ,4.5
1412554,USA003306585825 ,7/9/2025,M     ,B     ,106,0,LOD   ,4.5
1412556,USA003306585811 ,7/10/2025,F     ,B     ,83,0,LOD   ,4.5
1412558,USA003306585806 ,7/10/2025,M     ,B     ,86,0,LOD   ,4.5
1412566,USA003306585397 ,7/10/2025,M     ,B     ,98,0,LOD   ,4.5
1412602,USA003306516174 ,7/13/2025,F     ,B     ,77,0,LOD   ,4.5
1412606,USA003306585947 ,7/13/2025,F     ,B     ,77,0,LOD   ,4.5
1412607,USA003306585927 ,7/13/2025,F     ,B     ,95,0,LOD   ,4.5
1412608,USA003306585940 ,7/13/2025,F     ,B     ,81,0,LOD   ,4.5
1412609,USA003306586172 ,7/13/2025,F     ,B     ,92,0,LOD   ,4.5
1412611,USA003306586167 ,7/13/2025,F     ,B     ,72,0,LOD   ,4.5
1412612,USA003306586165 ,7/13/2025,F     ,B     ,58,0,LOD   ,4.5
1412614,USA003306585938 ,7/13/2025,F     ,B     ,106,0,LOD   ,4.5
1412617,USA003306585943 ,7/13/2025,F     ,B     ,90,0,LOD   ,4.5
1412618,USA003306586161 ,7/13/2025,F     ,B     ,75,0,LOD   ,4.5
1412620,USA003306586154 ,7/14/2025,F     ,B     ,79,0,LOD   ,4.5
1412621,USA003306586156 ,7/14/2025,F     ,B     ,77,0,LOD   ,4.5
1412623,USA003306585935 ,7/14/2025,F     ,B     ,86,0,LOD   ,4.5
1412624,USA003306586170 ,7/14/2025,F     ,B     ,94,0,LOD   ,4.5
1412625,USA003306586171 ,7/14/2025,F     ,B     ,88,0,LOD   ,4.5
1412626,USA003306586175 ,7/14/2025,F     ,B     ,77,0,LOD   ,4.5
1412627,USA003306585393 ,7/14/2025,F     ,B     ,63,0,LOD   ,4.5
1412628,USA003306586160 ,7/14/2025,M     ,B     ,90,0,LOD   ,4.5
1412634,USA003306586155 ,7/14/2025,M     ,B     ,108,0,LOD   ,4.5
1412638,USA003306586215 ,7/15/2025,M     ,B     ,94,0,LOD   ,4.5
1412658,USA003306586060 ,7/16/2025,M     ,B     ,96,0,LOD   ,4.5
1412676,USA003306586222 ,7/16/2025,M     ,B     ,112,0,LOD   ,4.5
1412677,USA003306586204 ,7/16/2025,M     ,B     ,112,0,LOD   ,4.5
1412679,USA003306585741 ,7/16/2025,M     ,B     ,93,0,LOD   ,4.5
1412680,USA003306586062 ,7/16/2025,M     ,B     ,103,0,LOD   ,4.5
1412681,USA003306585749 ,7/16/2025,M     ,B     ,102,0,LOD   ,4.5
1412682,USA003306585737 ,7/16/2025,M     ,B     ,112,0,LOD   ,4.5
1412683,USA003306585739 ,7/16/2025,M     ,B     ,76,0,LOD   ,4.5
1412684,USA003306585758 ,7/17/2025,M     ,B     ,95,0,LOD   ,4.5
1412690,USA003306586214 ,7/17/2025,M     ,B     ,87,0,LOD   ,4.5
1412691,USA003306585744 ,7/17/2025,M     ,B     ,97,0,LOD   ,4.5
1412692,USA003306585767 ,7/17/2025,M     ,B     ,100,0,LOD   ,4.5
1412693,USA003306586221 ,7/17/2025,M     ,B     ,106,0,LOD   ,4.5
1412695,USA003306585462 ,7/17/2025,M     ,B     ,109,0,LOD   ,4.5
1412697,USA003306584581 ,7/17/2025,M     ,B     ,94,0,LOD   ,4.5
1412698,USA003306585135 ,7/18/2025,M     ,B     ,97,0,LOD   ,4.5
1412700,USA003306585506 ,7/18/2025,M     ,B     ,105,0,LOD   ,4.5
1412701,USA003306584362 ,7/18/2025,M     ,B     ,91,0,LOD   ,4.5
1412704,USA003306584967 ,7/18/2025,M     ,B     ,94,0,LOD   ,4.5
1412708,USA003306584461 ,7/18/2025,M     ,B     ,113,0,LOD   ,4.5
1412710,USA003306585452 ,7/18/2025,M     ,B     ,83,0,LOD   ,4.5
1412711,USA003306584487 ,7/18/2025,M     ,B     ,116,0,LOD   ,4.5
1412712,USA003306586018 ,7/18/2025,M     ,B     ,104,0,LOD   ,4.5
1412714,USA003306584299 ,7/18/2025,M     ,B     ,88,0,LOD   ,4.5
1412734,USA003306585468 ,7/19/2025,M     ,B     ,86,62,LOD   ,4.5
1412739,USA003306585517 ,7/20/2025,M     ,B     ,116,0,LOD   ,4.5
1412740,USA003306585734 ,7/20/2025,M     ,B     ,123,0,LOD   ,4.5
1412741,USA003306585467 ,7/20/2025,M     ,B     ,96,0,LOD   ,4.5
1412742,USA003306585464 ,7/20/2025,M     ,B     ,119,0,LOD   ,4.5
1412743,USA003306586210 ,7/20/2025,M     ,B     ,103,0,LOD   ,4.5
1412744,USA003306585475 ,7/20/2025,F     ,B     ,84,0,LOD   ,4.5
1412745,USA003306585729 ,7/20/2025,M     ,B     ,118,0,LOD   ,4.5
1412746,USA003306585759 ,7/20/2025,F     ,B     ,84,0,LOD   ,4.5
1412747,USA003306586209 ,7/20/2025,M     ,B     ,96,0,LOD   ,4.5
1412748,USA003306584598 ,7/20/2025,F     ,B     ,113,0,LOD   ,4.5
1412749,USA003306585456 ,7/20/2025,F     ,B     ,85,0,LOD   ,4.5
1412750,USA003306584587 ,7/20/2025,M     ,B     ,78,0,LOD   ,4.5
1412752,USA003306584596 ,7/20/2025,M     ,B     ,103,0,LOD   ,4.5
1412754,USA003306586192 ,7/21/2025,F     ,B     ,86,60,LOD   ,4.5
1412760,USA003306585454 ,7/21/2025,F     ,B     ,95,0,LOD   ,4.5
1412761,USA003306585136 ,7/21/2025,F     ,B     ,82,70,LOD   ,4.5
1412763,USA003306585977 ,7/21/2025,F     ,B     ,83,0,LOD   ,4.5
1412764,USA003306584476 ,7/21/2025,F     ,B     ,90,0,LOD   ,4.5
1412766,USA003306585967 ,7/21/2025,F     ,B     ,107,0,LOD   ,4.5
1412767,USA003306585952 ,7/21/2025,F     ,B     ,90,70,LOD   ,4.5
1412768,USA003306585980 ,7/21/2025,M     ,B     ,124,0,LOD   ,4.5
1412772,USA003306585972 ,7/21/2025,M     ,B     ,126,0,LOD   ,4.5
1412773,USA003306585978 ,7/21/2025,M     ,B     ,97,0,LOD   ,4.5
1412774,USA003306584371 ,7/22/2025,F     ,B     ,93,0,LOD   ,4.5
1412775,USA003306585515 ,7/22/2025,F     ,B     ,90,0,LOD   ,4.5
1412776,USA003306585735 ,7/22/2025,F     ,B     ,94,0,LOD   ,4.5
1412777,USA003306586020 ,7/22/2025,F     ,B     ,86,0,LOD   ,4.5
1412778,USA003306585999 ,7/22/2025,F     ,B     ,110,0,LOD   ,4.5
1412779,USA003306585954 ,7/22/2025,M     ,B     ,112,0,LOD   ,4.5
1412780,USA003306585621 ,7/22/2025,F     ,B     ,94,0,LOD   ,4.5
1412781,USA003306586198 ,7/22/2025,M     ,B     ,95,74,LOD   ,4.5
1412782,USA003306585996 ,7/22/2025,F     ,B     ,98,0,LOD   ,4.5
1412783,USA003306586012 ,7/22/2025,M     ,B     ,102,60,LOD   ,4.5
1412784,USA003306585458 ,7/22/2025,M     ,B     ,105,60,LOD   ,4.5
1412785,USA003306585773 ,7/22/2025,M     ,B     ,80,0,LOD   ,4.5
1412786,USA003306584478 ,7/22/2025,F     ,B     ,92,0,LOD   ,4.5
1412787,USA003306585524 ,7/23/2025,M     ,B     ,107,60,LOD   ,4.5
1412788,USA003306585501 ,7/22/2025,M     ,B     ,90,0,LOD   ,4.5
1412789,USA003306585775 ,7/22/2025,M     ,B     ,102,60,LOD   ,4.5
1412790,USA003306585987 ,7/22/2025,M     ,B     ,122,64,LOD   ,4.5
1412791,USA003306585983 ,7/22/2025,M     ,B     ,92,60,LOD   ,4.5
1412792,USA003306585966 ,7/23/2025,F     ,B     ,87,0,LOD   ,4.5
1412793,USA003306585453 ,7/23/2025,F     ,B     ,97,0,LOD   ,4.5
1412794,USA003306586195 ,7/23/2025,M     ,B     ,108,60,LOD   ,4.5
1412795,USA003306585728 ,7/23/2025,M     ,B     ,94,66,LOD   ,4.5
1412796,USA003306585955 ,7/23/2025,F     ,B     ,108,0,LOD   ,4.5
1412797,USA003306585745 ,7/23/2025,M     ,B     ,101,66,LOD   ,4.5
1412798,USA003306585974 ,7/23/2025,F     ,B     ,88,0,LOD   ,4.5
1412799,USA003306585570 ,7/23/2025,F     ,B     ,102,0,LOD   ,4.5
1412800,USA003306585569 ,7/23/2025,M     ,B     ,99,62,LOD   ,4.5
1412801,USA003306585572 ,7/23/2025,M     ,B     ,105,0,LOD   ,4.5
1412802,USA003306585561 ,7/23/2025,M     ,B     ,122,60,LOD   ,4.5
1412803,USA003306585555 ,7/23/2025,M     ,B     ,67,0,LOD   ,4.5
1412804,USA003306585562 ,7/23/2025,F     ,B     ,103,0,LOD   ,4.5
1412806,USA003306585551 ,7/23/2025,M     ,B     ,87,0,LOD   ,4.5
1412807,USA003306585560 ,7/23/2025,M     ,B     ,97,0,LOD   ,4.5
1412811,USA003306585553 ,7/24/2025,M     ,B     ,82,0,LOD   ,4.5
1412812,USA003306585908 ,7/24/2025,M     ,B     ,75,0,LOD   ,4.5
1412814,USA003306585140 ,7/24/2025,M     ,B     ,104,0,LOD   ,4.5
1412815,USA003306585565 ,7/24/2025,M     ,B     ,104,0,LOD   ,4.5
1412816,USA003306586189 ,7/24/2025,M     ,B     ,120,0,LOD   ,4.5
1412817,USA003306585511 ,7/24/2025,M     ,B     ,81,0,LOD   ,4.5
1412818,USA003306585134 ,7/24/2025,M     ,B     ,109,0,LOD   ,4.5
1412820,USA003306585563 ,7/24/2025,M     ,B     ,103,0,LOD   ,4.5
1412836,USA003306585907 ,7/25/2025,F     ,B     ,85,0,LOD   ,4.5
1412839,USA003306585914 ,7/26/2025,F     ,B     ,79,0,LOD   ,4.5
1412841,USA003306585969 ,7/26/2025,F     ,B     ,101,0,LOD   ,4.5
1412844,USA003306585568 ,7/26/2025,F     ,B     ,81,0,LOD   ,4.5
1412845,USA003306585916 ,7/26/2025,F     ,B     ,87,0,LOD   ,4.5
1412846,USA003306585902 ,7/26/2025,F     ,B     ,80,0,LOD   ,4.5
1412847,USA003306585552 ,7/27/2025,F     ,B     ,71,0,LOD   ,4.5
1412859,USA003306586090 ,7/28/2025,F     ,B     ,95,70,LOD   ,4.5
1412860,USA003306586226 ,7/28/2025,F     ,B     ,98,69,LOD   ,4.5
1412862,USA003306585455 ,7/28/2025,F     ,B     ,87,0,LOD   ,4.5
1412863,USA003306586246 ,7/28/2025,F     ,B     ,103,64,LOD   ,4.5
1412921,USA003306586096 ,8/4/2025,F     ,B     ,97,0,LOD   ,4.5
1412927,USA003306586102 ,8/4/2025,F     ,B     ,68,0,LOD   ,4.5
1412932,USA003306586114 ,8/5/2025,F     ,B     ,101,0,LOD   ,4.5
1412933,USA003306585460 ,8/5/2025,F     ,B     ,82,0,LOD   ,4.5
1412935,USA003306586083 ,8/5/2025,F     ,B     ,77,0,LOD   ,4.5
1412936,USA003306586079 ,8/5/2025,F     ,B     ,92,0,LOD   ,4.5
1412937,USA003310398526 ,8/5/2025,F     ,B     ,77,0,LOD   ,4.5
1412938,USA003306586237 ,8/5/2025,F     ,B     ,67,0,LOD   ,4.5
1412939,USA003306586095 ,8/5/2025,F     ,B     ,99,0,LOD   ,4.5
1412941,USA003306586097 ,8/5/2025,F     ,B     ,97,0,LOD   ,4.5
1412943,USA003306586179 ,8/5/2025,F     ,B     ,86,0,LOD   ,4.5
1412946,USA003306586121 ,8/5/2025,F     ,B     ,83,0,LOD   ,4.5
1412950,USA003306585905 ,8/6/2025,F     ,B     ,100,0,LOD   ,4.5
1415313,USA003311868710 ,6/20/2025,M     ,B     ,70,0,WSD   ,4.5
1415314,USA003311868306 ,6/20/2025,M     ,B     ,98,0,WSD   ,4.5
1415318,USA003311868302 ,6/20/2025,M     ,B     ,95,0,WSD   ,4.5
1415319,USA003311868271 ,6/20/2025,M     ,B     ,93,0,WSD   ,4.5
1415322,USA003311868775 ,6/20/2025,M     ,B     ,99,0,WSD   ,4.5
1415338,USA003311868764 ,6/22/2025,M     ,B     ,90,78,WSD   ,4.5
1415341,USA003311868272 ,6/22/2025,M     ,B     ,78,60,WSD   ,4.5
1415347,USA003311868301 ,6/22/2025,M     ,B     ,74,76,WSD   ,4.5
1415348,USA003311868769 ,6/22/2025,M     ,B     ,92,60,WSD   ,4.5
1415350,USA003311868418 ,6/23/2025,M     ,B     ,88,62,WSD   ,4.5
1415351,USA003311868421 ,6/22/2025,M     ,B     ,92,68,WSD   ,4.5
1415354,USA003311868414 ,6/23/2025,F     ,B     ,82,0,WSD   ,4.5
1415355,USA003311868426 ,6/23/2025,M     ,B     ,92,68,WSD   ,4.5
1415356,USA003311868436 ,6/23/2025,F     ,B     ,93,0,WSD   ,4.5
1415357,USA003311868369 ,6/23/2025,M     ,B     ,95,78,WSD   ,4.5
1415358,USA003311868437 ,6/23/2025,M     ,B     ,90,0,WSD   ,4.5
1415359,USA003311868452 ,6/23/2025,M     ,B     ,77,64,WSD   ,4.5
1415360,USA003311868449 ,6/23/2025,F     ,B     ,84,0,WSD   ,4.5
1415361,USA003311868367 ,6/23/2025,M     ,B     ,92,0,WSD   ,4.5
1415362,USA003311868428 ,6/23/2025,M     ,B     ,86,68,WSD   ,4.5
1415363,USA003311868411 ,6/23/2025,M     ,B     ,95,0,WSD   ,4.5
1415364,USA003311868443 ,6/23/2025,M     ,B     ,115,72,WSD   ,4.5
1415365,USA003311868375 ,6/23/2025,M     ,B     ,79,72,WSD   ,4.5
1415366,USA003311868370 ,6/23/2025,M     ,B     ,73,80,WSD   ,4.5
1415367,USA003311868429 ,6/23/2025,M     ,B     ,73,62,WSD   ,4.5
1415368,USA003311868434 ,6/23/2025,M     ,B     ,105,0,WSD   ,4.5
1415370,USA003311868440 ,6/23/2025,M     ,B     ,105,64,WSD   ,4.5
1415423,USA003311868497 ,6/27/2025,M     ,B     ,95,0,WSD   ,4.5
1415425,USA003311868098 ,6/28/2025,M     ,B     ,96,0,WSD   ,4.5
1415426,USA003311868379 ,6/28/2025,F     ,B     ,89,0,WSD   ,4.5
1415427,USA003311868466 ,6/28/2025,M     ,B     ,95,0,WSD   ,4.5
1415428,USA003311868402 ,6/28/2025,M     ,B     ,90,0,WSD   ,4.5
1415429,USA003311868476 ,6/28/2025,M     ,B     ,108,0,WSD   ,4.5
1415430,USA003311868422 ,6/28/2025,M     ,B     ,80,0,WSD   ,4.5
1415431,USA003311868481 ,6/28/2025,M     ,B     ,88,0,WSD   ,4.5
1415432,USA003311868403 ,6/28/2025,M     ,B     ,80,0,WSD   ,4.5
1415433,USA003311868386 ,6/29/2025,M     ,B     ,92,0,WSD   ,4.5
1415434,USA003311868444 ,6/29/2025,F     ,B     ,69,60,WSD   ,4.5
1415443,USA003311868450 ,6/29/2025,F     ,B     ,80,0,WSD   ,4.5
1415445,USA003311868430 ,6/29/2025,F     ,B     ,92,0,WSD   ,4.5
1415446,USA003311868477 ,6/29/2025,F     ,B     ,80,0,WSD   ,4.5
1415447,USA003311868493 ,6/29/2025,F     ,B     ,82,0,WSD   ,4.5
1415448,USA003311868506 ,6/30/2025,F     ,B     ,89,0,WSD   ,4.5
1415454,USA003311868401 ,6/30/2025,F     ,B     ,86,60,WSD   ,4.5
1415486,USA003311868385 ,7/3/2025,F     ,B     ,77,0,WSD   ,4.5
1415496,USA003311868212 ,7/3/2025,F     ,B     ,89,0,WSD   ,4.5
1415497,USA003311868494 ,7/3/2025,F     ,B     ,104,0,WSD   ,4.5
1415499,USA003311868321 ,7/4/2025,F     ,B     ,83,0,WSD   ,4.5
1415500,USA003311868780 ,7/4/2025,F     ,B     ,88,0,WSD   ,4.5
1415502,USA003311868454 ,7/4/2025,F     ,B     ,99,0,WSD   ,4.5
1415505,USA003311868232 ,7/4/2025,F     ,B     ,63,0,WSD   ,4.5
1415506,USA003311868201 ,7/5/2025,F     ,B     ,77,0,WSD   ,4.5
1415510,USA003311868604 ,7/5/2025,F     ,B     ,102,0,WSD   ,4.5
1415517,USA003311868618 ,7/5/2025,F     ,B     ,102,0,WSD   ,4.5
1415551,USA003311868862 ,7/10/2025,F     ,B     ,85,0,WSD   ,4.5
1415552,USA003311868882 ,7/10/2025,F     ,B     ,75,0,WSD   ,4.5
1415553,USA003311868866 ,7/10/2025,M     ,B     ,95,0,WSD   ,4.5
1415554,USA003311868868 ,7/10/2025,M     ,B     ,97,0,WSD   ,4.5
1415555,USA003311868858 ,7/10/2025,F     ,B     ,90,0,WSD   ,4.5
1415556,USA003311868779 ,7/10/2025,M     ,B     ,110,0,WSD   ,4.5
1415557,USA003311868912 ,7/11/2025,F     ,B     ,80,0,WSD   ,4.5
1415559,USA003311868927 ,7/11/2025,F     ,B     ,89,0,WSD   ,4.5
1415560,USA003311868910 ,7/11/2025,F     ,B     ,78,0,WSD   ,4.5
1415570,USA003311868908 ,7/12/2025,F     ,B     ,67,0,WSD   ,4.5
1415581,USA003311868633 ,7/12/2025,F     ,B     ,78,0,WSD   ,4.5
1415587,USA003311868670 ,7/12/2025,M     ,B     ,78,75,WSD   ,4.5
1415588,USA003311868659 ,7/13/2025,M     ,B     ,88,78,WSD   ,4.5
1415589,USA003311868650 ,7/13/2025,F     ,B     ,90,0,WSD   ,4.5
1415590,USA003311868929 ,7/13/2025,M     ,B     ,98,74,WSD   ,4.5
1415591,USA003311868660 ,7/13/2025,M     ,B     ,83,72,WSD   ,4.5
1415592,USA003311868016 ,7/13/2025,M     ,B     ,90,79,WSD   ,4.5
1415593,USA003311868580 ,7/13/2025,F     ,B     ,84,0,WSD   ,4.5
1415594,USA003291544853 ,7/14/2025,M     ,B     ,93,0,WSD   ,4.5
1415595,USA003311868620 ,7/14/2025,M     ,B     ,86,67,WSD   ,4.5
1415597,USA003311868648 ,7/14/2025,F     ,B     ,82,0,WSD   ,4.5
1415598,USA003311868915 ,7/14/2025,F     ,B     ,84,0,WSD   ,4.5
1415599,USA003311868657 ,7/14/2025,M     ,B     ,82,75,WSD   ,4.5
1415600,USA003311868914 ,7/14/2025,M     ,B     ,82,0,WSD   ,4.5
1415679,USA003300801909 ,8/18/2025,F     ,B     ,98,0,WSD   ,4.5
1415681,USA003313547895 ,8/18/2025,F     ,B     ,88,0,WSD   ,4.5
1415683,USA003300801469 ,8/18/2025,F     ,B     ,98,0,WSD   ,4.5
1415684,USA003313547778 ,8/18/2025,F     ,B     ,88,0,WSD   ,4.5
1415685,USA003313547898 ,8/18/2025,F     ,B     ,66,0,WSD   ,4.5
1415688,USA003313547785 ,8/18/2025,F     ,B     ,86,0,WSD   ,4.5
1415691,USA003313547412 ,8/18/2025,F     ,B     ,72,0,WSD   ,4.5
1415693,USA003313548009 ,8/19/2025,F     ,B     ,83,0,WSD   ,4.5
1415694,USA003287506059 ,8/19/2025,F     ,B     ,80,0,WSD   ,4.5
1415765,USA003313547252 ,8/23/2025,F     ,B     ,79,0,WSD   ,4.5
1415770,USA003313547648 ,8/23/2025,F     ,B     ,81,0,WSD   ,4.5
1415772,USA003313547660 ,8/23/2025,F     ,B     ,80,0,WSD   ,4.5
1415774,USA003313547178 ,8/23/2025,F     ,B     ,81,0,WSD   ,4.5
1415776,USA003313547780 ,8/23/2025,F     ,B     ,99,0,WSD   ,4.5
1415779,USA003300802034 ,8/23/2025,F     ,B     ,90,0,WSD   ,4.5
1415783,USA003313547162 ,8/24/2025,F     ,B     ,80,70,WSD   ,4.5
1415784,USA003313547181 ,8/24/2025,F     ,B     ,69,60,WSD   ,4.5
1415785,USA003313547644 ,8/24/2025,F     ,B     ,113,0,WSD   ,4.5
1415786,USA003300801362 ,8/24/2025,F     ,B     ,75,72,WSD   ,4.5
1415787,USA003313547238 ,8/24/2025,F     ,B     ,81,0,WSD   ,4.5
1415791,USA003313547649 ,8/25/2025,F     ,B     ,84,0,WSD   ,4.5
1415797,USA003313547256 ,8/25/2025,F     ,B     ,79,0,WSD   ,4.5
1415802,USA003313547385 ,8/26/2025,F     ,B     ,70,0,WSD   ,4.5
1415803,USA003300801958 ,8/26/2025,F     ,B     ,75,0,WSD   ,4.5
1416544,USA003295911259 ,6/20/2025,M     ,B     ,84,0,WAD   ,4.5
1416545,USA003306581615 ,6/20/2025,M     ,B     ,118,0,WAD   ,4.5
1416546,USA003306581762 ,6/20/2025,M     ,B     ,85,0,WAD   ,4.5
1416552,USA003306581509 ,6/20/2025,M     ,B     ,93,0,WAD   ,4.5
1416553,USA003306581754 ,6/20/2025,M     ,B     ,87,0,WAD   ,4.5
1416554,USA003306582173 ,6/20/2025,M     ,B     ,88,0,WAD   ,4.5
1416556,USA003306581500 ,6/20/2025,M     ,B     ,98,0,WAD   ,4.5
1416558,USA003306581464 ,6/21/2025,M     ,B     ,66,0,WAD   ,4.5
1416562,USA003306581906 ,6/21/2025,M     ,B     ,90,0,WAD   ,4.5
1416564,USA003306581409 ,6/21/2025,M     ,B     ,88,0,WAD   ,4.5
1416568,USA003306581676 ,6/21/2025,M     ,B     ,82,0,WAD   ,4.5
1416572,USA003306581930 ,6/21/2025,M     ,B     ,95,0,WAD   ,4.5
1416573,USA003306581624 ,6/21/2025,M     ,B     ,90,0,WAD   ,4.5
1416575,USA003306582008 ,6/21/2025,M     ,B     ,97,0,WAD   ,4.5
1416579,USA003306618460 ,6/22/2025,M     ,B     ,83,72,WAD   ,4.5
1416581,USA003295910771 ,6/22/2025,M     ,B     ,94,0,WAD   ,4.5
1416585,USA003306582169 ,6/22/2025,M     ,B     ,107,66,WAD   ,4.5
1416587,USA003306581634 ,6/22/2025,M     ,B     ,115,0,WAD   ,4.5
1416589,USA003306581337 ,6/22/2025,M     ,B     ,84,70,WAD   ,4.5
1416590,USA003306582015 ,6/22/2025,M     ,B     ,88,72,WAD   ,4.5
1416591,USA003306582135 ,6/22/2025,M     ,B     ,95,66,WAD   ,4.5
1416595,USA003295910847 ,6/22/2025,M     ,B     ,70,0,WAD   ,4.5
1416596,USA003306582172 ,6/23/2025,M     ,B     ,85,72,WAD   ,4.5
1416597,USA003295911022 ,6/23/2025,M     ,B     ,89,70,WAD   ,4.5
1416598,USA003306581959 ,6/23/2025,M     ,B     ,77,66,WAD   ,4.5
1416599,USA003306581766 ,6/23/2025,M     ,B     ,89,72,WAD   ,4.5
1416601,USA003306581559 ,6/23/2025,F     ,B     ,94,0,WAD   ,4.5
1416602,USA003306581344 ,6/23/2025,M     ,B     ,104,68,WAD   ,4.5
1416603,USA003306581935 ,6/23/2025,F     ,B     ,95,0,WAD   ,4.5
1416604,USA003306581346 ,6/23/2025,M     ,B     ,106,70,WAD   ,4.5
1416605,USA003306581562 ,6/23/2025,F     ,B     ,96,0,WAD   ,4.5
1416606,USA003306618415 ,6/23/2025,M     ,B     ,106,66,WAD   ,4.5
