HERDID,ID,PEN,REG,EID,BREED,BIRTH,EDAT,Event,DIM,Date,Remark,R,T,B,Protocols,Technician
85307063,1374062,11,USA003295906667 ,USA003295906667 ,B     ,2/9/2025,2/11/2025,COMMENT    ,112,6/1/2025,102.4,  ,   ,  ,                , 
85307063,1374062,11,USA003295906667 ,USA003295906667 ,B     ,2/9/2025,2/11/2025,PNEU       ,112,6/1/2025,RES6X100        ,  ,   ,  , Resflur SC 6m  , 
85307063,1374182,12,USA003295982392 ,USA003295982392 ,B     ,2/18/2025,2/20/2025,PNEU       ,103,6/1/2025,EXCE-1.5CC      ,  ,   ,  , EXCEDE SC 1.5c , 
85307063,1374182,12,USA003295982392 ,USA003295982392 ,B     ,2/18/2025,2/20/2025,COMMENT    ,103,6/1/2025,103.3,  ,   ,  ,                , 
85307063,1374212,12,USA003295981952 ,USA003295981952 ,B     ,2/20/2025,2/24/2025,COMMENT    ,101,6/1/2025,104,  ,   ,  ,                , 
85307063,1374212,12,USA003295981952 ,USA003295981952 ,B     ,2/20/2025,2/24/2025,PNEU       ,101,6/1/2025,RES6X100        ,  ,   ,  , Resflur SC 6m  , 
85307063,1374217,12,USA003295906355 ,USA003295906355 ,B     ,2/21/2025,2/24/2025,COMMENT    ,100,6/1/2025,104.9,  ,   ,  ,                , 
85307063,1374217,12,USA003295906355 ,USA003295906355 ,B     ,2/21/2025,2/24/2025,PNEU       ,100,6/1/2025,RES6X100        ,  ,   ,  , Resflur SC 6m  , 
85307063,1374223,13,USA003295906345 ,USA003295906345 ,B     ,2/21/2025,2/24/2025,PNEU       ,100,6/1/2025,RES6X100        ,  ,   ,  , Resflur SC 6m  , 
85307063,1374223,13,USA003295906345 ,USA003295906345 ,B     ,2/21/2025,2/24/2025,COMMENT    ,100,6/1/2025,102.4,  ,   ,  ,                , 
85307063,1374602,5,USA003295906150 ,USA003295906150 ,B     ,3/21/2025,3/24/2025,PNEU       ,72,6/1/2025,EXCE-1.5CC      ,  ,   ,  , EXCEDE SC 1.5c , 
85307063,1374639,1,USA003295905806 ,USA003295905806 ,B     ,3/24/2025,3/26/2025,PNEU       ,69,6/1/2025,EXCE-1.5CC      ,  ,   ,  , EXCEDE SC 1.5c , 
85307063,1374810,3,USA003295906552 ,USA003295906552 ,B     ,4/6/2025,4/8/2025,PNEU       ,56,6/1/2025,RES6X100        ,  ,   ,  , Resflur SC 6m  , 
85307063,1374960,4,USA003295982555 ,USA003295982555 ,B     ,4/15/2025,4/17/2025,PNEU       ,47,6/1/2025,RES6X100        ,  ,   ,  , Resflur SC 6m  , 
85307063,1375761,11,USA003289083213 ,USA003289083213 ,B     ,1/31/2025,2/3/2025,COMMENT    ,121,6/1/2025,102.9,  ,   ,  ,                , 
85307063,1375761,11,USA003289083213 ,USA003289083213 ,B     ,1/31/2025,2/3/2025,PNEU       ,121,6/1/2025,RES6X100        ,  ,   ,  , Resflur SC 6m  , 
85307063,1375848,12,USA003300802310 ,USA003300802310 ,B     ,2/11/2025,2/13/2025,COMMENT    ,110,6/1/2025,102.8,  ,   ,  ,                , 
85307063,1375848,12,USA003300802310 ,USA003300802310 ,B     ,2/11/2025,2/13/2025,PNEU       ,110,6/1/2025,RES6X100        ,  ,   ,  , Resflur SC 6m  , 
85307063,1375873,10,USA003287505784 ,USA003287505784 ,B     ,2/14/2025,2/17/2025,BLOAT      ,107,6/1/2025,MIN OIL         , ,,,,
85307063,1375873,10,USA003287505784 ,USA003287505784 ,B     ,2/14/2025,2/17/2025,PNEU       ,107,6/1/2025,EXCE-1.5CC      ,  ,   ,  , EXCEDE SC 1.5c , 
85307063,1375873,10,USA003287505784 ,USA003287505784 ,B     ,2/14/2025,2/17/2025,COMMENT    ,107,6/1/2025,103.3,  ,   ,  ,                , 
85307063,1375916,12,USA003291544066 ,USA003291544066 ,B     ,2/18/2025,2/20/2025,COMMENT    ,103,6/1/2025,103.3,  ,   ,  ,                , 
85307063,1375916,12,USA003291544066 ,USA003291544066 ,B     ,2/18/2025,2/20/2025,PNEU       ,103,6/1/2025,RES6X100        ,  ,   ,  , Resflur SC 6m  , 
85307063,1375947,13,USA003300802148 ,USA003300802148 ,B     ,2/22/2025,2/25/2025,COMMENT    ,99,6/1/2025,102.1,  ,   ,  ,                , 
85307063,1375947,13,USA003300802148 ,USA003300802148 ,B     ,2/22/2025,2/25/2025,PNEU       ,99,6/1/2025,EXCE-1.5CC      ,  ,   ,  , EXCEDE SC 1.5c , 
85307063,1379385,12,USA003297152904 ,USA003297152904 ,B     ,2/11/2025,2/13/2025,PNEU       ,110,6/1/2025,RES6X100        ,  ,   ,  , Resflur SC 6m  , 
85307063,1379385,12,USA003297152904 ,USA003297152904 ,B     ,2/11/2025,2/13/2025,COMMENT    ,110,6/1/2025,103.5,  ,   ,  ,                , 
85307063,1379417,12,USA003300812164 ,USA003300812164 ,B     ,2/12/2025,2/14/2025,PNEU       ,109,6/1/2025,RES6X100        ,  ,   ,  , Resflur SC 6m  , 
85307063,1379417,12,USA003300812164 ,USA003300812164 ,B     ,2/12/2025,2/14/2025,COMMENT    ,109,6/1/2025,101.9,  ,   ,  ,                , 
85307063,1379421,10,USA003300811825 ,USA003300811825 ,B     ,2/12/2025,2/14/2025,PNEU       ,109,6/1/2025,EXCE-1.5CC      ,  ,   ,  , EXCEDE SC 1.5c , 
85307063,1379421,10,USA003300811825 ,USA003300811825 ,B     ,2/12/2025,2/14/2025,COMMENT    ,109,6/1/2025,102,  ,   ,  ,                , 
85307063,1379495,12,USA003300811933 ,USA003300811933 ,B     ,2/14/2025,2/17/2025,PNEU       ,107,6/1/2025,EXCE-1.5CC      ,  ,   ,  , EXCEDE SC 1.5c , 
