"","ID","EID.x","BIRTH","sex","BREED","Breed2","TRVHR","time","BRTHW","SERUM","SORCE","TRL2.x","LOADT","Date_PNEU1","Remark_PNEU1","Date_PNEU2","Remark_PNEU2","Date_PNEU3","Remark_PNEU3","Date_SCOURS1","Remark_SCOURS1","Date_SCOURS2","Remark_SCOURS2","Date_BLOAT1","Remark_BLOAT1","Date_BLOAT2","Remark_BLOAT2","Date_NAVEL1","Remark_NAVEL1","Date_NAVEL2","Remark_NAVEL2","Date_NAVEL3","Remark_NAVEL3","Date_DIED1","Remark_DIED1","TRL2","LOADT_date","ARR","diaload","diaARR","dfaP1","dbtwP12","dbtwP23","dfaP2","dfaP3","dfaD1","dfaD2","dbtwD12","dfaB1","dfaB2","dfaN1","dfaN2","dfaN3","dfaDIED","LOAD","n","sbTRT","SD","Sex","DB","DBxS","Behav?","TRVhr","...10","transitT","PN1a","PN2","PN3","DIA1","DIA2","B1","B2","N1","DIED","PN2a","Date_PN1a","Date_PN2a"
"6107",1412604,"USA003306585949",2025-07-13,"M","B","B",21,21.7,94,78,"LOD",3.5,2025-07-16,2025-08-13,"RES6X100",2025-08-18,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-16,2025-07-17,3,4,27,5,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,21.7,1,1,0,0,0,0,0,0,0,0,2025-08-13,NA
"6108",1412605,"USA003306585937",2025-07-13,"M","B","B",21,21.7,94,70,"LOD",3.5,2025-07-16,2025-08-12,"RES6X100",2025-08-17,"EXCE-1.5CC",2025-10-23,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-16,2025-07-17,3,4,26,5,67,31,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,21.7,1,1,1,0,0,0,0,0,0,1,2025-08-12,2025-10-23
"6109",1412610,"USA003306585950",2025-07-13,"M","B","B",21,21.7,109,70,"LOD",3.5,2025-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-16,2025-07-17,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,21.7,0,0,0,0,0,0,0,0,0,0,NA,NA
"6110",1412613,"USA003306585948",2025-07-13,"M","B","B",21,21.7,112,72,"LOD",3.5,2025-07-16,2025-08-12,"RES6X100",2025-08-17,"EXCE-1.5CC",2025-10-19,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-16,2025-07-17,3,4,26,5,63,31,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,21.7,1,1,1,0,0,0,0,0,0,1,2025-08-12,2025-10-19
"6111",1412615,"USA003306586169",2025-07-13,"M","B","B",22,22.4,122,0,"LOD",3.5,2025-07-16,2025-10-22,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,2025-10-22,"MIN OIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-16,2025-07-17,3,4,97,NA,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,NA,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,22.4,1,0,0,0,0,1,0,0,0,0,2025-10-22,NA
"6112",1412616,"USA003306516314",2025-07-13,"M","B","B",21,21.7,100,65,"LOD",3.5,2025-07-16,2025-10-26,"EXCE-1.5CC",2025-10-26,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-16,2025-07-17,3,4,101,0,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,21.7,1,1,0,0,0,0,0,0,0,0,2025-10-26,NA
"6113",1412619,"USA003306586168",2025-07-13,"M","B","B",22,22.6,82,0,"LOD",3.5,2025-07-16,2025-10-19,"RES6X100",2025-10-28,"EXCE-1.5CC",2025-10-28,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-16,2025-07-17,3,4,94,9,0,103,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,22.6,1,1,1,0,0,0,0,0,0,1,2025-10-19,2025-10-28
"6114",1416855,"USA003313545525",2025-07-13,"M","B","B",21,21.8,115,68,"WAD",3.5,2025-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-16,2025-07-17,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,21.8,0,0,0,0,0,0,0,0,0,0,NA,NA
"6115",1416856,"USA003313545537",2025-07-13,"M","B","B",21,21.9,87,64,"WAD",3.5,2025-07-16,2025-10-15,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-16,2025-07-17,3,4,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,21.9,1,0,0,0,0,0,0,0,0,0,2025-10-15,NA
"6116",1416857,"USA003313545955",2025-07-13,"M","B","B",21,21.8,102,65,"WAD",3.5,2025-07-16,2025-10-09,"RES6X100",2025-10-16,"RES6X100",2025-10-20,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-16,2025-07-17,3,4,84,7,4,91,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,21.8,1,1,1,0,0,0,0,0,0,1,2025-10-09,2025-10-16
"6117",1416858,"USA003306619290",2025-07-13,"M","B","B",21,21.8,111,70,"WAD",3.5,2025-07-16,2025-08-01,"RES6X100",2025-08-06,"EXCE-1.5CC",2025-09-29,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-16,2025-07-17,3,4,15,5,54,20,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,21.8,1,1,1,0,0,0,0,0,0,1,2025-08-01,2025-09-29
"6118",1416859,"USA003313546077",2025-07-13,"M","B","B",NA,NA,95,66,"WAD",3.5,2025-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-18,"DIGESTIV","3.5",2025-07-16,2025-07-17,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,21.7,0,0,0,0,0,0,0,0,1,0,NA,NA
"6119",1416861,"USA003306581858",2025-07-13,"M","B","B",21,21.8,105,69,"WAD",3.5,2025-07-16,2025-08-06,"RES6X100",2025-08-11,"EXCE-1.5CC",2025-10-13,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-16,2025-07-17,3,4,20,5,63,25,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,21.8,1,1,1,0,0,0,0,0,0,1,2025-08-06,2025-10-13
"6120",1416863,"USA003313546048",2025-07-13,"M","B","B",21,21.9,70,68,"WAD",3.5,2025-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-17,"POLYFL",2025-07-18,"POLYFL",2025-07-19,"POLYFL",NA,NA,"3.5",2025-07-16,2025-07-17,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,21.9,0,0,0,0,0,0,0,1,0,0,NA,NA
"6121",1426756,"USA003295979261",2025-07-13,"M","B","B",21,21.7,104,75,"MSD",3.5,2025-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-16,2025-07-17,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,21.7,0,0,0,0,0,0,0,0,0,0,NA,NA
"6122",1426757,"USA003295979268",2025-07-13,"M","B","B",21,21.7,90,70,"MSD",3.5,2025-07-16,2025-08-24,"RES6X100",2025-08-29,"EXCE-1.5CC",2025-09-09,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-16,2025-07-17,3,4,38,5,11,43,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,21.7,1,1,1,0,0,0,0,0,0,1,2025-08-24,2025-09-09
"6123",1426760,"USA003291549689",2025-07-13,"M","B","B",21,21.7,91,69,"MSD",3.5,2025-07-16,2025-09-15,"RES6X100",2025-09-20,"RES6X100",2025-09-20,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-16,2025-07-17,3,4,60,5,0,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,21.7,1,1,1,0,0,0,0,0,0,0,2025-09-15,NA
"6124",1428951,"USA003313533811",2025-07-13,"M","B","B",21,21.8,101,63,"NOD",3.5,2025-07-16,2025-10-21,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-16,2025-07-17,3,4,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,21.8,1,0,0,0,0,0,0,0,0,0,2025-10-21,NA
"6125",1428956,"USA003313533829",2025-07-13,"M","B","B",21,21.9,130,74,"NOD",3.5,2025-07-16,2025-10-26,"RES6X100",2025-11-10,"RES6X100",2025-11-10,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-16,2025-07-17,3,4,101,15,0,116,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,21.9,1,1,1,0,0,0,0,0,0,1,2025-10-26,2025-11-10
"6126",1428957,"USA003313534158",2025-07-13,"M","B","B",21,21.8,103,70,"NOD",3.5,2025-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-16,2025-07-17,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,21.8,0,0,0,0,0,0,0,0,0,0,NA,NA
"6127",1428960,"USA003313533933",2025-07-13,"M","B","B",21,21.9,98,67,"NOD",3.5,2025-07-16,2025-11-07,"RES6X100",2025-11-07,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-16,2025-07-17,3,4,113,0,NA,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,21.9,1,1,0,0,0,0,0,0,0,0,2025-11-07,NA
"6128",1428961,"USA003313533819",2025-07-13,"M","B","B",21,21.8,103,66,"NOD",3.5,2025-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-16,2025-07-17,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,21.8,0,0,0,0,0,0,0,0,0,0,NA,NA
"6129",1428965,"USA003313533824",2025-07-13,"M","B","B",21,21.8,104,68,"NOD",3.5,2025-07-16,2025-10-27,"RES6X100",2025-11-05,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-16,2025-07-17,3,4,102,9,NA,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,21.8,1,1,0,0,0,0,0,0,0,1,2025-10-27,2025-11-05
"6130",1433348,"USA003309328396",2025-07-13,"M","B","B",21,21.9,115,70,"MAD",3.5,2025-07-16,2025-08-30,"RES6X100",2025-09-04,"EXCE-1.5CC",2025-10-12,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-12,"INFECTION","3.5",2025-07-16,2025-07-17,3,4,44,5,38,49,87,NA,NA,NA,NA,NA,NA,NA,NA,118,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,21.9,1,1,1,0,0,0,0,0,1,1,2025-08-30,2025-10-12
"6131",1433350,"USA003309328305",2025-07-13,"M","B","B",22,22,64,70,"MAD",3.5,2025-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-16,2025-07-17,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,22,0,0,0,0,0,0,0,0,0,0,NA,NA
"6132",1433351,"USA003309328386",2025-07-13,"M","B","B",22,22,65,0,"MAD",3.5,2025-07-16,2025-10-18,"RES6X100",2025-10-22,"EXCE-1.5CC",NA,NA,2025-07-14,"BISMUSOL ORAL",2025-07-15,"BISMUSOL ORAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-16,2025-07-17,3,4,93,4,NA,97,NA,-3,-2,1,NA,NA,NA,NA,NA,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,22,1,1,0,0,0,0,0,0,0,0,2025-10-18,NA
"6133",1433353,"USA003309328404",2025-07-13,"M","B","B",21,21.9,99,61,"MAD",3.5,2025-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-16,2025-07-17,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,21.9,0,0,0,0,0,0,0,0,0,0,NA,NA
"6134",1433354,"USA003309328388",2025-07-13,"M","B","B",21,21.8,87,70,"MAD",3.5,2025-07-16,2025-09-06,"RES6X100",2025-09-11,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-16,2025-07-17,3,4,51,5,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,21.8,1,1,0,0,0,0,0,0,0,0,2025-09-06,NA
"6135",1433355,"USA003309328290",2025-07-13,"M","B","B",21,21.9,117,71,"MAD",3.5,2025-07-16,2025-11-05,"EXCE-1.5CC",2025-11-05,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-16,2025-07-17,3,4,111,0,NA,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,21.9,1,1,0,0,0,0,0,0,0,0,2025-11-05,NA
"6136",1433356,"USA003309328395",2025-07-13,"M","B","B",21,22,91,70,"MAD",3.5,2025-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-16,2025-07-17,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,22,0,0,0,0,0,0,0,0,0,0,NA,NA
"6137",1433357,"USA003309328397",2025-07-13,"M","B","B",21,22,102,62,"MAD",3.5,2025-07-16,2025-10-01,"RES6X100",2025-10-06,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-14,"EXCENEL IM",2025-07-15,"EXCENEL IM",2025-07-17,"POLYFL",NA,NA,"3.5",2025-07-16,2025-07-17,3,4,76,5,NA,81,NA,NA,NA,NA,NA,NA,-3,-2,0,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,22,1,1,0,0,0,0,0,0,0,0,2025-10-01,NA
"6138",1433358,"USA003309328389",2025-07-13,"M","B","B",22,22,101,0,"MAD",3.5,2025-07-16,NA,NA,NA,NA,NA,NA,2025-07-15,"BISMUSOL ORAL",2025-07-16,"BISMUSOL ORAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-16,2025-07-17,3,4,NA,NA,NA,NA,NA,-2,-1,1,NA,NA,NA,NA,NA,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,22,0,0,0,0,0,0,0,0,0,0,NA,NA
"6139",1433360,"USA003309328297",2025-07-13,"M","B","B",21,21.9,108,70,"MAD",3.5,2025-07-16,2025-09-27,"RES6X100",2025-10-02,"EXCE-1.5CC",2025-10-14,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-16,2025-07-17,3,4,72,5,12,77,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,21.9,1,1,1,0,0,0,0,0,0,1,2025-09-27,2025-10-14
"6140",1433361,"USA003309328298",2025-07-13,"M","B","B",21,21.9,98,70,"MAD",3.5,2025-07-16,2025-10-24,"RES6X100",2025-11-03,"EXCE-1.5CC",2025-11-03,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-16,2025-07-17,3,4,99,10,0,109,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,21.9,1,1,1,0,0,0,0,0,0,1,2025-10-24,2025-11-03
"6141",1433362,"USA003309328309",2025-07-13,"M","B","B",21,21.9,88,70,"MAD",3.5,2025-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-16,2025-07-17,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,21.9,0,0,0,0,0,0,0,0,0,0,NA,NA
"6142",1433363,"USA003309328398",2025-07-13,"M","B","B",21,21.9,95,70,"MAD",3.5,2025-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-16,2025-07-17,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,21.9,0,0,0,0,0,0,0,0,0,0,NA,NA
"6143",1433364,"USA003309328289",2025-07-13,"M","B","B",21,21.9,107,78,"MAD",3.5,2025-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-16,2025-07-17,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,21.9,0,0,0,0,0,0,0,0,0,0,NA,NA
"6144",1433366,"USA003309328294",2025-07-13,"M","B","B",NA,NA,111,0,"MAD",3.5,2025-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-18,"BE_KIND","3.5",2025-07-16,2025-07-17,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,21.7,0,0,0,0,0,0,0,0,1,0,NA,NA
"6145",1433367,"USA003309328291",2025-07-13,"M","B","B",21,21.9,101,71,"MAD",3.5,2025-07-16,2025-09-07,"RES6X100",2025-09-13,"EXCE-1.5CC",2025-10-12,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-16,2025-07-17,3,4,52,6,29,58,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,21.9,1,1,1,0,0,0,0,0,0,1,2025-09-07,2025-10-12
"6146",1433369,"USA003309328300",2025-07-13,"M","B","B",21,21.8,93,59,"MAD",3.5,2025-07-16,2025-10-18,"RES6X100",2025-10-23,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-16,2025-07-17,3,4,93,5,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,21.8,1,1,0,0,0,0,0,0,0,0,2025-10-18,NA
"6147",1433371,"USA003309328402",2025-07-13,"M","B","B",21,22,83,0,"MAD",3.5,2025-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-16,2025-07-17,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,22,0,0,0,0,0,0,0,0,0,0,NA,NA
"6148",1433372,"USA003309329017",2025-07-13,"M","B","B",21,22,78,70,"MAD",3.5,2025-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-16,2025-07-17,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,22,0,0,0,0,0,0,0,0,0,0,NA,NA
"6149",1433374,"USA003309329093",2025-07-13,"M","B","B",21,22,79,0,"MAD",3.5,2025-07-16,2025-10-28,"RES6X100",2025-10-28,"EXCE-1.5CC",NA,NA,2025-07-22,"ENRO+ELECT",2025-07-23,"ELEC+ADD",NA,NA,NA,NA,2025-07-14,"EXFLDXCL",2025-07-15,"EXCENEL IM",NA,NA,NA,NA,"3.5",2025-07-16,2025-07-17,3,4,103,0,NA,103,NA,5,6,1,NA,NA,-3,-2,NA,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,22,1,1,0,1,1,0,0,0,0,0,2025-10-28,NA
"6150",1433376,"USA003309328296",2025-07-13,"M","B","B",21,21.9,87,66,"MAD",3.5,2025-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-16,2025-07-17,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,21.9,0,0,0,0,0,0,0,0,0,0,NA,NA
"6151",1433378,"USA003309328361",2025-07-13,"M","B","B",21,22,85,0,"MAD",3.5,2025-07-16,2025-09-28,"RES6X100",2025-10-03,"EXCE-1.5CC",2025-10-17,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-16,2025-07-17,3,4,73,5,14,78,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,22,1,1,1,0,0,0,0,0,0,1,2025-09-28,2025-10-17
"6152",1433380,"USA003309328302",2025-07-13,"M","B","B",22,22,98,0,"MAD",3.5,2025-07-16,2025-10-07,"RES6X100",2025-10-21,"EXCE-1.5CC",2025-10-21,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-15,"INFECTION","3.5",2025-07-16,2025-07-17,3,4,82,14,0,96,96,NA,NA,NA,NA,NA,NA,NA,NA,121,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,22,1,1,1,0,0,0,0,0,1,1,2025-10-07,2025-10-21
"6153",1433382,"USA003309328299",2025-07-13,"M","B","B",21,22,92,0,"MAD",3.5,2025-07-16,2025-07-23,"RES6X100",2025-07-28,"EXCE-1.5CC",2025-09-30,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-16,2025-07-17,3,4,6,5,64,11,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,22,1,1,1,0,0,0,0,0,0,1,2025-07-23,2025-09-30
"6154",1433383,"USA003309328391",2025-07-13,"M","B","B",22,22,115,0,"MAD",3.5,2025-07-16,2025-08-27,"RES6X100",2025-09-01,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-16,2025-07-17,3,4,41,5,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-16_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,21.7,NA,22,1,1,0,0,0,0,0,0,0,0,2025-08-27,NA
