"","CalfID","sex","Breed2","stp","BRTHW","SORCE","SD","DB","diaload","diaARR","LOAD","week","transitT","PN1a","PN2a","DIA1","D30","P30","P60","D30yn","D60yn","diaex","navelex","DIA30","PNEU30","PNEU60","Nav30","N30","DED30","DED60","Remark_PNEU1","Remark_DIED1","SD_DB"
"508",786761,"F","D",0,69,"DUD",3,"D",3,4,"2025-06-23_3_D","A",25,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"509",786762,"F","D",0,83,"DUD",3,"D",3,4,"2025-06-23_3_D","A",25.55,0,0,1,1,0,0,0,0,0,0,5,30,60,30,0,30,60,NA,NA,"3_D"
"510",796457,"F","D",0,68,"WRD",3,"D",3,4,"2025-06-23_3_D","A",25.55,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"511",796458,"F","D",0,77,"WRD",3,"D",3,4,"2025-06-23_3_D","A",25.57,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"512",796459,"F","D",0,73,"WRD",3,"D",3,4,"2025-06-23_3_D","A",25.5,0,0,1,1,0,0,0,0,0,0,8,30,60,30,0,30,60,NA,NA,"3_D"
"513",801993,"F","D",0,66,"CLD",3,"D",3,4,"2025-06-23_3_D","A",25,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"514",801994,"F","D",0,81,"CLD",3,"D",3,4,"2025-06-23_3_D","A",25.6,0,0,1,1,0,0,0,0,0,0,6,30,60,30,0,30,60,NA,NA,"3_D"
"515",801995,"F","D",0,83,"CLD",3,"D",3,4,"2025-06-23_3_D","A",25.57,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"516",801996,"F","D",0,79,"CLD",3,"D",3,4,"2025-06-23_3_D","A",25.6,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"517",804782,"F","D",0,82,"MSD",3,"D",3,4,"2025-06-23_3_D","A",25,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"518",804784,"F","D",0,89,"MSD",3,"D",3,4,"2025-06-23_3_D","A",25,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"519",804785,"F","D",0,57,"MSD",3,"D",3,4,"2025-06-23_3_D","A",25,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"520",804786,"F","D",0,61,"MSD",3,"D",3,4,"2025-06-23_3_D","A",25,0,0,0,NA,0,0,0,0,1,0,NA,30,60,30,0,30,60,NA,NA,"3_D"
"521",804787,"F","D",0,79,"MSD",3,"D",3,4,"2025-06-23_3_D","A",25.45,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"522",804788,"F","D",0,78,"MSD",3,"D",3,4,"2025-06-23_3_D","A",25.35,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"523",804789,"F","D",0,77,"MSD",3,"D",3,4,"2025-06-23_3_D","A",25.4,0,0,1,1,0,0,0,0,0,0,7,30,60,30,0,30,60,NA,NA,"3_D"
"524",804790,"F","D",0,70,"MSD",3,"D",3,4,"2025-06-23_3_D","A",25.38,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"525",804791,"F","D",0,74,"MSD",3,"D",3,4,"2025-06-23_3_D","A",25,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"526",804792,"F","D",0,69,"MSD",3,"D",3,4,"2025-06-23_3_D","A",25,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"527",804793,"F","D",0,70,"MSD",3,"D",3,4,"2025-06-23_3_D","A",25.57,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"528",804794,"F","D",0,85,"MSD",3,"D",3,4,"2025-06-23_3_D","A",25,0,0,0,0,0,0,0,0,0,0,30,30,60,1,1,30,60,NA,NA,"3_D"
"529",804795,"F","D",0,76,"MSD",3,"D",3,4,"2025-06-23_3_D","A",25.38,1,0,0,0,0,1,0,0,0,0,30,30,31,30,0,30,60,"RESF-6CC",NA,"3_D"
"530",804796,"F","D",0,85,"MSD",3,"D",3,4,"2025-06-23_3_D","A",25,0,0,1,1,0,0,0,0,0,0,5,30,60,30,0,30,60,NA,NA,"3_D"
"531",804797,"F","D",0,63,"MSD",3,"D",3,4,"2025-06-23_3_D","A",25.35,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"532",809327,"F","D",0,84,"LOD",3,"D",3,4,"2025-06-23_3_D","A",25.45,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"533",809328,"F","D",0,75,"LOD",3,"D",3,4,"2025-06-23_3_D","A",25.42,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"534",809329,"F","D",0,74,"LOD",3,"D",3,4,"2025-06-23_3_D","A",25,0,0,0,NA,0,0,0,0,1,0,NA,30,60,30,0,30,60,NA,NA,"3_D"
"535",809330,"F","D",0,75,"LOD",3,"D",3,4,"2025-06-23_3_D","A",25.42,0,0,0,NA,0,0,0,0,1,0,NA,30,60,30,0,30,60,NA,NA,"3_D"
"536",809335,"F","D",0,70,"LOD",3,"D",3,4,"2025-06-23_3_D","A",25.48,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"537",809337,"F","D",0,72,"LOD",3,"D",3,4,"2025-06-23_3_D","A",25.42,0,0,1,1,0,0,0,0,0,0,4,30,60,30,0,30,60,NA,NA,"3_D"
"538",813295,"F","D",0,67,"SWD",3,"D",3,4,"2025-06-23_3_D","A",25.38,1,0,0,0,0,1,0,0,0,0,30,30,55,30,0,30,60,"RESF-6CC",NA,"3_D"
"539",813296,"F","D",0,98,"SWD",3,"D",3,4,"2025-06-23_3_D","A",25.42,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"540",813298,"F","D",0,60,"SWD",3,"D",3,4,"2025-06-23_3_D","A",25.38,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"541",813299,"F","D",0,80,"SWD",3,"D",3,4,"2025-06-23_3_D","A",25.4,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"542",813300,"F","D",0,72,"SWD",3,"D",3,4,"2025-06-23_3_D","A",25,1,0,1,1,0,0,0,0,0,0,6,30,60,30,0,30,60,"RESF-6CC",NA,"3_D"
"543",813301,"F","D",0,64,"SWD",3,"D",3,4,"2025-06-23_3_D","A",25.38,0,0,1,1,0,0,1,1,0,0,5,30,60,30,0,6,6,NA,"DIGESTIV","3_D"
"544",813302,"F","D",0,71,"SWD",3,"D",3,4,"2025-06-23_3_D","A",25,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"545",813303,"F","D",0,78,"SWD",3,"D",3,4,"2025-06-23_3_D","A",25.45,0,0,1,1,0,0,0,0,0,0,5,30,60,30,0,30,60,NA,NA,"3_D"
"546",813304,"F","D",0,72,"SWD",3,"D",3,4,"2025-06-23_3_D","A",25.42,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"547",813306,"F","D",0,68,"SWD",3,"D",3,4,"2025-06-23_3_D","A",25.43,0,0,1,1,0,0,0,0,0,0,4,30,60,30,0,30,60,NA,NA,"3_D"
"548",813308,"F","D",0,67,"SWD",3,"D",3,4,"2025-06-23_3_D","A",25,0,0,1,1,0,0,0,0,0,0,6,30,60,30,0,30,60,NA,NA,"3_D"
"549",813309,"F","D",0,73,"SWD",3,"D",3,4,"2025-06-23_3_D","A",25.38,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"550",814079,"F","D",0,82,"WAD",3,"D",3,4,"2025-06-23_3_D","A",25.45,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"551",814080,"F","D",0,74,"WAD",3,"D",3,4,"2025-06-23_3_D","A",25.48,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"552",814081,"F","D",0,86,"WAD",3,"D",3,4,"2025-06-23_3_D","A",25.45,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"553",814082,"F","D",0,86,"WAD",3,"D",3,4,"2025-06-23_3_D","A",25.43,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"554",814083,"F","D",0,84,"WAD",3,"D",3,4,"2025-06-23_3_D","A",25.38,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"555",814084,"F","D",0,80,"WAD",3,"D",3,4,"2025-06-23_3_D","A",25.48,0,0,1,1,0,0,0,0,0,0,5,30,60,30,0,30,60,NA,NA,"3_D"
"556",814085,"F","D",0,72,"WAD",3,"D",3,4,"2025-06-23_3_D","A",25,1,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,"RESF-6CC",NA,"3_D"
"557",814086,"F","D",0,76,"WAD",3,"D",3,4,"2025-06-23_3_D","A",25.37,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"558",814087,"F","D",0,73,"WAD",3,"D",3,4,"2025-06-23_3_D","A",25.42,0,0,1,1,0,0,0,0,0,0,5,30,60,30,0,30,60,NA,NA,"3_D"
"559",814089,"F","D",0,74,"WAD",3,"D",3,4,"2025-06-23_3_D","A",25.43,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"560",814090,"F","D",0,77,"WAD",3,"D",3,4,"2025-06-23_3_D","A",25,0,0,1,1,0,0,0,0,0,0,5,30,60,30,0,30,60,NA,NA,"3_D"
"561",814091,"F","D",0,71,"WAD",3,"D",3,4,"2025-06-23_3_D","A",25.43,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"562",814092,"F","D",0,67,"WAD",3,"D",3,4,"2025-06-23_3_D","A",25,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"563",814093,"F","D",0,89,"WAD",3,"D",3,4,"2025-06-23_3_D","A",25.55,0,0,1,1,0,0,0,0,0,0,5,30,60,30,0,30,60,NA,NA,"3_D"
"564",814094,"F","D",0,87,"WAD",3,"D",3,4,"2025-06-23_3_D","A",25,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"565",814095,"F","D",0,90,"WAD",3,"D",3,4,"2025-06-23_3_D","A",25.47,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"566",814096,"F","D",0,88,"WAD",3,"D",3,4,"2025-06-23_3_D","A",25,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"567",814097,"F","D",0,83,"WAD",3,"D",3,4,"2025-06-23_3_D","A",25,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"568",814098,"F","D",0,81,"WAD",3,"D",3,4,"2025-06-23_3_D","A",25.37,0,0,1,1,0,0,0,0,0,0,4,30,60,30,0,30,60,NA,NA,"3_D"
"569",815146,"F","D",0,85,"RVD",3,"D",3,4,"2025-06-23_3_D","A",25.57,0,0,1,1,0,0,0,0,0,0,4,30,60,30,0,30,60,NA,NA,"3_D"
"570",815147,"F","D",0,70,"RVD",3,"D",3,4,"2025-06-23_3_D","A",25.5,0,0,1,1,0,0,0,0,0,0,4,30,60,30,0,30,60,NA,NA,"3_D"
"571",815148,"F","D",0,66,"RVD",3,"D",3,4,"2025-06-23_3_D","A",25.58,0,0,1,1,0,0,0,0,0,0,7,30,60,30,0,30,60,NA,NA,"3_D"
"572",815149,"F","D",0,63,"RVD",3,"D",3,4,"2025-06-23_3_D","A",25.58,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"573",815150,"F","D",0,66,"RVD",3,"D",3,4,"2025-06-23_3_D","A",25.57,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"574",815151,"F","D",0,84,"RVD",3,"D",3,4,"2025-06-23_3_D","A",25.57,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"575",815152,"F","D",0,93,"RVD",3,"D",3,4,"2025-06-23_3_D","A",25.43,0,0,1,1,0,0,0,0,0,0,5,30,60,30,0,30,60,NA,NA,"3_D"
"576",815153,"F","D",0,73,"RVD",3,"D",3,4,"2025-06-23_3_D","A",25.52,1,0,0,0,0,1,0,0,0,0,30,30,59,30,0,30,60,"RESF-6CC",NA,"3_D"
"577",815154,"F","D",0,76,"RVD",3,"D",3,4,"2025-06-23_3_D","A",25.45,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"578",815155,"F","D",0,76,"RVD",3,"D",3,4,"2025-06-23_3_D","A",25,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"579",815156,"F","D",0,65,"RVD",3,"D",3,4,"2025-06-23_3_D","A",25.5,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"580",815157,"F","D",0,83,"RVD",3,"D",3,4,"2025-06-23_3_D","A",25.5,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"581",815158,"F","D",0,76,"RVD",3,"D",3,4,"2025-06-23_3_D","A",25.5,0,0,0,0,0,0,1,1,0,0,30,30,60,30,0,24,24,NA,"INFECTION","3_D"
"582",815159,"F","D",0,61,"RVD",3,"D",3,4,"2025-06-23_3_D","A",25.52,1,1,1,1,0,1,0,0,0,0,4,30,43,30,0,30,60,"RESF-6CC",NA,"3_D"
"583",817257,"F","D",0,73,"GAD",3,"D",3,4,"2025-06-23_3_D","A",25.53,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"584",817258,"F","D",0,76,"GAD",3,"D",3,4,"2025-06-23_3_D","A",25.5,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"585",817259,"F","D",0,66,"GAD",3,"D",3,4,"2025-06-23_3_D","A",25.57,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"586",817260,"F","D",0,86,"GAD",3,"D",3,4,"2025-06-23_3_D","A",25.52,0,0,1,1,0,0,0,0,0,0,4,30,60,30,0,30,60,NA,NA,"3_D"
"587",817261,"F","D",0,80,"GAD",3,"D",3,4,"2025-06-23_3_D","A",25.55,0,0,1,1,0,0,0,0,0,0,5,30,60,30,0,30,60,NA,NA,"3_D"
"588",819114,"F","D",0,83,"D45",3,"D",3,4,"2025-06-23_3_D","A",25.45,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"589",819117,"F","D",0,77,"D45",3,"D",3,4,"2025-06-23_3_D","A",25.47,0,0,1,1,0,0,0,0,0,0,4,30,60,30,0,30,60,NA,NA,"3_D"
"590",819119,"F","D",0,81,"D45",3,"D",3,4,"2025-06-23_3_D","A",25.5,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"591",820052,"F","D",0,74,"WSD",3,"D",3,4,"2025-06-23_3_D","A",25.58,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"592",820053,"F","D",0,69,"WSD",3,"D",3,4,"2025-06-23_3_D","A",25.58,0,0,1,1,0,0,0,0,0,0,5,30,60,30,0,30,60,NA,NA,"3_D"
"593",820057,"F","D",0,72,"WSD",3,"D",3,4,"2025-06-23_3_D","A",25.52,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"594",820058,"F","D",0,65,"WSD",3,"D",3,4,"2025-06-23_3_D","A",25.58,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"595",820060,"F","D",0,88,"WSD",3,"D",3,4,"2025-06-23_3_D","A",25.57,0,0,1,1,0,0,0,0,0,0,5,30,60,30,0,30,60,NA,NA,"3_D"
"596",820061,"F","D",0,79,"WSD",3,"D",3,4,"2025-06-23_3_D","A",25.55,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"597",820062,"F","D",0,81,"WSD",3,"D",3,4,"2025-06-23_3_D","A",25.5,0,0,0,NA,0,0,0,0,1,0,NA,30,60,30,0,30,60,NA,NA,"3_D"
"598",820063,"F","D",0,68,"WSD",3,"D",3,4,"2025-06-23_3_D","A",25.57,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"599",820064,"F","D",0,96,"WSD",3,"D",3,4,"2025-06-23_3_D","A",25.55,0,0,1,1,0,0,0,0,0,0,4,30,60,30,0,30,60,NA,NA,"3_D"
"600",820065,"F","D",0,84,"WSD",3,"D",3,4,"2025-06-23_3_D","A",25.4,1,0,1,1,0,0,0,0,0,0,4,30,60,30,0,30,60,"RESF-6CC",NA,"3_D"
"601",820066,"F","D",0,77,"WSD",3,"D",3,4,"2025-06-23_3_D","A",25.57,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"602",820067,"F","D",0,58,"WSD",3,"D",3,4,"2025-06-23_3_D","A",25.53,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"603",820068,"F","D",0,51,"WSD",3,"D",3,4,"2025-06-23_3_D","A",25.53,0,0,1,1,0,0,0,0,0,0,4,30,60,30,0,30,60,NA,NA,"3_D"
"604",820070,"F","D",0,67,"WSD",3,"D",3,4,"2025-06-23_3_D","A",25.45,0,0,1,1,0,0,0,0,0,0,6,30,60,30,0,30,60,NA,NA,"3_D"
"605",820071,"F","D",0,68,"WSD",3,"D",3,4,"2025-06-23_3_D","A",25.52,0,0,1,1,0,0,0,0,0,0,6,30,60,30,0,30,60,NA,NA,"3_D"
"606",844223,"F","D",0,60,"CAD",3,"D",3,4,"2025-06-23_3_D","A",25,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"607",844226,"F","D",0,85,"CAD",3,"D",3,4,"2025-06-23_3_D","A",25.37,0,0,1,1,0,0,0,0,0,0,6,30,60,30,0,30,60,NA,NA,"3_D"
"608",844228,"F","D",0,89,"CAD",3,"D",3,4,"2025-06-23_3_D","A",25,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"609",844229,"F","D",0,75,"CAD",3,"D",3,4,"2025-06-23_3_D","A",25.35,0,0,1,1,0,0,0,0,0,0,6,30,60,30,0,30,60,NA,NA,"3_D"
"610",844230,"F","D",0,81,"CAD",3,"D",3,4,"2025-06-23_3_D","A",25,1,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,"RESF-6CC",NA,"3_D"
"611",844231,"F","D",0,67,"CAD",3,"D",3,4,"2025-06-23_3_D","A",25,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3_D"
"612",844232,"F","D",0,76,"CAD",3,"D",3,4,"2025-06-23_3_D","A",25,0,0,0,0,0,0,1,1,0,0,30,30,60,30,0,26,26,NA,"INFECTION","3_D"
"613",1409940,"F","B",0,62,"CAD",3.5,"B",3,4,"2025-06-23_3.5_B","A",23.6,1,1,0,0,0,1,0,0,0,0,30,30,44,30,0,30,60,"RES6X100",NA,"3.5_B"
"614",1409941,"F","B",0,97,"CAD",3.5,"B",3,4,"2025-06-23_3.5_B","A",23.1,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3.5_B"
"615",1409942,"F","B",0,74,"CAD",3.5,"B",3,4,"2025-06-23_3.5_B","A",22.7,1,0,1,1,0,0,0,0,0,0,4,30,60,30,0,30,60,"RES6X100",NA,"3.5_B"
"616",1409943,"M","B",0,101,"CAD",4.5,"B",3,4,"2025-06-23_4.5_B","A",23.2,1,0,0,0,0,0,0,0,0,1,30,30,60,NA,NA,30,60,"EXCE-1.5CC",NA,"4.5_B"
"617",1409944,"M","B",0,110,"CAD",3,"B",3,4,"2025-06-23_3_B","A",22.5,1,1,0,0,0,1,0,0,0,0,30,30,47,30,0,30,60,"RES6X100",NA,"3_B"
"618",1409945,"F","B",0,83,"CAD",3.5,"B",3,4,"2025-06-23_3.5_B","A",22.7,1,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,"RES6X100",NA,"3.5_B"
"619",1409948,"M","B",0,98,"CAD",3,"B",3,4,"2025-06-23_3_B","A",22.5,1,1,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,"RES6X100",NA,"3_B"
"620",1409949,"F","B",0,80,"CAD",3.5,"B",3,4,"2025-06-23_3.5_B","A",22.8,0,0,0,NA,0,0,0,0,1,0,NA,30,60,30,0,30,60,NA,NA,"3.5_B"
"621",1409950,"M","B",0,95,"CAD",3,"B",3,4,"2025-06-23_3_B","A",22.5,1,1,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,"RES6X100",NA,"3_B"
"622",1409951,"F","B",0,76,"CAD",3.5,"B",3,4,"2025-06-23_3.5_B","A",22.7,1,0,1,1,0,1,0,0,0,0,8,30,31,30,0,30,60,"RES6X100",NA,"3.5_B"
"623",1409952,"M","B",0,80,"CAD",4.5,"B",3,4,"2025-06-23_4.5_B","A",23.2,1,1,0,0,0,1,0,0,0,1,30,30,34,NA,NA,30,60,"RES6X100",NA,"4.5_B"
"624",1409953,"M","B",0,94,"CAD",4.5,"B",3,4,"2025-06-23_4.5_B","A",23.2,1,1,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,"RES6X100",NA,"4.5_B"
"625",1409954,"M","B",0,93,"CAD",3,"B",3,4,"2025-06-23_3_B","A",22.5,1,0,0,0,0,1,0,0,0,0,30,30,48,30,0,30,60,"RES6X100",NA,"3_B"
"626",1410500,"F","B",0,87,"DUD",3.5,"B",3,4,"2025-06-23_3.5_B","A",22.7,0,0,1,1,0,0,0,0,0,0,5,30,60,30,0,30,60,NA,NA,"3.5_B"
"627",1410501,"F","B",0,95,"DUD",3.5,"B",3,4,"2025-06-23_3.5_B","A",23,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3.5_B"
"628",1410502,"M","B",0,123,"DUD",3,"B",3,4,"2025-06-23_3_B","A",22.5,1,1,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,"RES6X100",NA,"3_B"
"629",1410503,"F","B",0,95,"DUD",3.5,"B",3,4,"2025-06-23_3.5_B","A",23.6,1,1,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,"RES6X100",NA,"3.5_B"
"630",1410504,"F","B",0,77,"DUD",3.5,"B",3,4,"2025-06-23_3.5_B","A",22.7,1,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,"EXCE-1.5CC",NA,"3.5_B"
"631",1410505,"F","B",0,92,"DUD",3.5,"B",3,4,"2025-06-23_3.5_B","A",23.6,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3.5_B"
"632",1410506,"F","B",0,81,"DUD",3.5,"B",3,4,"2025-06-23_3.5_B","A",23.6,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3.5_B"
"633",1410507,"F","B",0,54,"DUD",3.5,"B",3,4,"2025-06-23_3.5_B","A",23.7,1,1,0,0,1,1,0,0,0,1,30,19,19,NA,NA,30,60,"RES6X100",NA,"3.5_B"
"634",1410508,"M","B",0,102,"DUD",4.5,"B",3,4,"2025-06-23_4.5_B","A",23.3,1,1,0,0,0,1,0,0,0,0,30,30,56,30,0,30,60,"RES6X100",NA,"4.5_B"
"635",1410509,"M","B",0,86,"DUD",4.5,"B",3,4,"2025-06-23_4.5_B","A",22.4,1,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,"RES6X100",NA,"4.5_B"
"636",1410510,"M","B",0,114,"DUD",4.5,"B",3,4,"2025-06-23_4.5_B","A",23.2,1,1,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,"RES6X100",NA,"4.5_B"
"637",1410511,"M","B",0,98,"DUD",4.5,"B",3,4,"2025-06-23_4.5_B","A",23.2,1,1,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,"RES6X100",NA,"4.5_B"
"638",1412232,"F","B",0,91,"LOD",3.5,"B",3,4,"2025-06-23_3.5_B","A",23.7,1,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,"EXCE-1.5CC",NA,"3.5_B"
"639",1412234,"F","B",0,86,"LOD",3.5,"B",3,4,"2025-06-23_3.5_B","A",23.6,1,0,0,0,1,1,0,0,0,0,30,22,22,30,0,30,60,"RES6X100",NA,"3.5_B"
"640",1412236,"M","B",0,92,"LOD",4.5,"B",3,4,"2025-06-23_4.5_B","A",22.9,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"4.5_B"
"641",1412237,"F","B",0,84,"LOD",3.5,"B",3,4,"2025-06-23_3.5_B","A",23.7,1,0,0,NA,0,0,0,0,1,0,NA,30,60,30,0,30,60,"EXCE-1.5CC",NA,"3.5_B"
"642",1412238,"F","B",0,89,"LOD",3.5,"B",3,4,"2025-06-23_3.5_B","A",23.5,0,0,0,NA,0,0,0,0,1,0,NA,30,60,30,0,30,60,NA,NA,"3.5_B"
"643",1412239,"F","B",0,99,"LOD",3.5,"B",3,4,"2025-06-23_3.5_B","A",23.6,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"3.5_B"
"644",1412240,"M","B",0,86,"LOD",4.5,"B",3,4,"2025-06-23_4.5_B","A",23.2,1,0,0,0,0,0,0,0,0,1,30,30,60,NA,NA,30,60,"RES6X100",NA,"4.5_B"
"645",1412244,"M","B",0,96,"LOD",4.5,"B",3,4,"2025-06-23_4.5_B","A",22.9,1,0,0,0,0,1,0,0,0,0,30,30,47,30,0,30,60,"RES6X100","INFECTION","4.5_B"
"646",1412248,"M","B",0,83,"LOD",4.5,"B",3,4,"2025-06-23_4.5_B","A",22.8,1,0,0,0,0,1,0,0,0,0,30,30,34,30,0,30,60,"RES6X100",NA,"4.5_B"
"647",1412249,"M","B",0,77,"LOD",4.5,"B",3,4,"2025-06-23_4.5_B","A",22.8,1,1,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,"RES6X100",NA,"4.5_B"
"648",1412250,"F","B",0,88,"LOD",3.5,"B",3,4,"2025-06-23_3.5_B","A",23,1,0,0,0,1,1,0,0,0,0,30,27,27,30,0,30,60,"EXCE-1.5CC",NA,"3.5_B"
"649",1415312,"F","B",0,131,"WSD",3.5,"B",3,4,"2025-06-23_3.5_B","A",23.5,1,1,0,0,0,1,0,0,0,0,30,30,48,30,0,30,60,"RES6X100",NA,"3.5_B"
"650",1415313,"M","B",0,70,"WSD",4.5,"B",3,4,"2025-06-23_4.5_B","A",22.4,0,0,1,1,0,0,0,0,0,0,6,30,60,30,0,30,60,NA,NA,"4.5_B"
"651",1415314,"M","B",0,98,"WSD",4.5,"B",3,4,"2025-06-23_4.5_B","A",22.5,0,0,0,0,0,0,0,0,0,0,30,30,60,30,0,30,60,NA,NA,"4.5_B"
