"","Cow","hoursfrom","lyingm","standingm","steps","mi","transitions","Date","Time","End","Steps","Motion Index","Lying Time","Standing Time","Transitions","Transitions Up","Transitions Down","CalfID","Bdat","FOO","BRTHW","stp","Breed2","diaload","diaARR","TRT","OneLoad","DatMOC","IceCube","DatON","TimeONp","ToTCC","TimetoTCCp","Section","ArrTCC","TimeArrTCCp","TimeTrip","DatOFF","TimeOFFp","PN1a","DIA1","D30","P30","P60","datetime","datetimeon","datetimeoff","match_flag","tfship","timecat"
"1996",145,-10,60,0,0,0,0,2025-06-30,03:04:00,"6/30/2025 3:19",0,0,00:15:00,00:00:00,0,0,0,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-06-30 03:04:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,-40,"pre"
"1997",145,-9,60,0,0,2,0,2025-06-30,04:04:00,"6/30/2025 4:19",0,0,00:15:00,00:00:00,0,0,0,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-06-30 04:04:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,-36,"pre"
"1998",145,-8,55.1333333333333,4.86666666666667,4,28,2,2025-06-30,05:04:00,"6/30/2025 5:19",0,3,00:10:59,00:04:01,1,1,0,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-06-30 05:04:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,-32,"pre"
"1999",145,-7,60,0,0,6,0,2025-06-30,06:04:00,"6/30/2025 6:19",0,0,00:15:00,00:00:00,0,0,0,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-06-30 06:04:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,-28,"pre"
"2000",145,-6,60,0,0,5,0,2025-06-30,07:04:00,"6/30/2025 7:19",0,0,00:15:00,00:00:00,0,0,0,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-06-30 07:04:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,-24,"pre"
"2001",145,-5,56.4333333333333,3.56666666666667,6,33,2,2025-06-30,08:04:00,"6/30/2025 8:19",0,6,00:11:26,00:03:34,2,1,1,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-06-30 08:04:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,-20,"pre"
"2002",145,-4,39.9333333333333,20.0666666666667,20,102,2,2025-06-30,09:04:00,"6/30/2025 9:19",9,41,00:08:55,00:06:05,1,1,0,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-06-30 09:04:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,-16,"pre"
"2003",145,-3,23.4666666666667,36.5333333333333,57,274,4,2025-06-30,10:04:00,"6/30/2025 10:19",12,66,00:04:46,00:10:14,1,1,0,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-06-30 10:04:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,-12,"pre"
"2004",145,-2,55.8,4.2,5,27,2,2025-06-30,11:04:00,"6/30/2025 11:19",0,0,00:15:00,00:00:00,0,0,0,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-06-30 11:04:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,-8,"pre"
"2005",145,-1,37.3333333333333,22.6666666666667,147,867,3,2025-06-30,12:04:00,"6/30/2025 12:19",0,0,00:15:00,00:00:00,0,0,0,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-06-30 12:04:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,-4,"pre"
"2006",145,0,0,15,28,115,0,2025-06-30,13:04:00,"6/30/2025 13:19",28,115,00:00:00,00:15:00,0,0,0,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-06-30 13:04:00,2025-06-27 20:00:00,2025-07-03 14:00:00,1,0,"during"
"2007",145,1,14.8333333333333,45.1666666666667,66,351,11,2025-06-30,13:19:00,"6/30/2025 13:34",25,111,00:00:00,00:15:00,0,0,0,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-06-30 13:19:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,1,"during"
"2008",145,2,24.2,35.8,30,222,7,2025-06-30,14:19:00,"6/30/2025 14:34",4,49,00:07:06,00:07:54,1,1,0,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-06-30 14:19:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,5,"during"
"2009",145,3,37.2833333333333,22.7166666666667,25,174,7,2025-06-30,15:19:00,"6/30/2025 15:34",13,77,00:06:02,00:08:58,4,2,2,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-06-30 15:19:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,9,"during"
"2010",145,4,60,0,0,153,0,2025-06-30,16:19:00,"6/30/2025 16:34",0,30,00:15:00,00:00:00,0,0,0,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-06-30 16:19:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,13,"during"
"2011",145,5,22.6666666666667,37.3333333333333,51,267,1,2025-06-30,17:19:00,"6/30/2025 17:34",0,11,00:15:00,00:00:00,0,0,0,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-06-30 17:19:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,17,"during"
"2012",145,6,37.35,22.65,29,230,10,2025-06-30,18:19:00,"6/30/2025 18:34",16,83,00:08:07,00:06:53,3,1,2,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-06-30 18:19:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,21,"during"
"2013",145,7,49.6333333333333,10.3666666666667,14,146,1,2025-06-30,19:19:00,"6/30/2025 19:34",14,63,00:04:38,00:10:22,1,0,1,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-06-30 19:19:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,25,"during"
"2014",145,8,57.3666666666667,2.63333333333333,4,32,2,2025-06-30,20:19:00,"6/30/2025 20:34",0,7,00:15:00,00:00:00,0,0,0,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-06-30 20:19:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,29,"during"
"2015",145,13,55.5,4.5,46,258,3,2025-07-01,01:19:00,"7/1/2025 1:34",3,17,00:15:00,00:00:00,0,0,0,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-07-01 01:19:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,49,"during"
"2016",145,14,58.2833333333333,1.71666666666667,0,8,2,2025-07-01,03:20:00,"7/1/2025 3:35",0,1,00:15:00,00:00:00,0,0,0,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-07-01 03:20:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,53,"during"
"2017",145,15,58.9833333333333,1.01666666666667,2,126,2,2025-07-01,04:20:00,"7/1/2025 4:35",2,15,00:15:00,00:00:00,0,0,0,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-07-01 04:20:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,57,"during"
"2018",145,16,34.65,25.35,37,189,3,2025-07-01,05:20:00,"7/1/2025 5:35",2,8,00:12:25,00:02:35,1,1,0,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-07-01 05:20:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,61,"during"
"2019",145,17,50.3333333333333,9.66666666666667,10,94,2,2025-07-01,06:20:00,"7/1/2025 6:35",10,71,00:06:11,00:08:49,1,0,1,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-07-01 06:20:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,65,"during"
"2020",145,18,50.45,9.55,24,219,5,2025-07-01,07:20:00,"7/1/2025 7:35",12,82,00:11:25,00:03:35,3,1,2,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-07-01 07:20:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,69,"during"
"2021",145,19,54.2666666666667,5.73333333333333,5,51,2,2025-07-01,08:20:00,"7/1/2025 8:35",0,1,00:15:00,00:00:00,0,0,0,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-07-01 08:20:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,73,"during"
"2022",145,20,57.2166666666667,2.78333333333333,2,73,2,2025-07-01,09:20:00,"7/1/2025 9:35",2,66,00:14:14,00:00:46,1,1,0,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-07-01 09:20:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,77,"during"
"2023",145,21,34.1,25.9,29,129,1,2025-07-01,10:20:00,"7/1/2025 10:35",0,3,00:15:00,00:00:00,0,0,0,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-07-01 10:20:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,81,"during"
"2024",145,22,16.8833333333333,43.1166666666667,46,288,4,2025-07-01,11:20:00,"7/1/2025 11:35",8,56,00:00:00,00:15:00,0,0,0,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-07-01 11:20:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,85,"during"
"2025",145,23,57.8833333333333,2.11666666666667,9,58,1,2025-07-01,12:20:00,"7/1/2025 12:35",9,48,00:12:53,00:02:07,1,0,1,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-07-01 12:20:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,89,"during"
"2026",145,24,55.5666666666667,4.43333333333333,4,31,2,2025-07-01,13:20:00,"7/1/2025 13:35",4,19,00:10:34,00:04:26,2,1,1,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-07-01 13:20:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,93,"during"
"2027",145,25,19.45,40.55,55,263,2,2025-07-01,14:20:00,"7/1/2025 14:35",0,1,00:11:39,00:03:21,1,1,0,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-07-01 14:20:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,97,"during"
"2028",145,26,33.2666666666667,26.7333333333333,26,204,4,2025-07-01,15:20:00,"7/1/2025 15:35",0,53,00:15:00,00:00:00,0,0,0,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-07-01 15:20:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,101,"post"
"2029",145,27,34.3333333333333,25.6666666666667,75,378,4,2025-07-01,16:20:00,"7/1/2025 16:35",27,159,00:01:48,00:13:12,1,1,0,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-07-01 16:20:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,105,"post"
"2030",145,28,60,0,0,2,0,2025-07-01,17:20:00,"7/1/2025 17:35",0,0,00:15:00,00:00:00,0,0,0,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-07-01 17:20:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,109,"post"
"2031",145,29,60,0,0,0,0,2025-07-01,18:20:00,"7/1/2025 18:35",0,0,00:15:00,00:00:00,0,0,0,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-07-01 18:20:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,113,"post"
"2032",145,30,55.8166666666667,4.18333333333333,6,46,2,2025-07-01,19:20:00,"7/1/2025 19:35",0,0,00:15:00,00:00:00,0,0,0,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-07-01 19:20:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,117,"post"
"2033",145,31,53.4833333333333,6.51666666666667,4,30,2,2025-07-01,20:20:00,"7/1/2025 20:35",0,0,00:15:00,00:00:00,0,0,0,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-07-01 20:20:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,121,"post"
"2034",145,32,52.65,7.35,12,72,4,2025-07-01,21:20:00,"7/1/2025 21:35",2,11,00:15:00,00:00:00,0,0,0,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-07-01 21:20:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,125,"post"
"2035",145,33,50.2166666666667,9.78333333333333,18,83,2,2025-07-01,22:20:00,"7/1/2025 22:35",4,21,00:13:14,00:01:46,1,1,0,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-07-01 22:20:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,129,"post"
"2036",145,34,59.3833333333333,0.616666666666667,0,1,1,2025-07-01,23:20:00,"7/1/2025 23:35",0,0,00:15:00,00:00:00,0,0,0,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-07-01 23:20:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,133,"post"
"2037",145,35,54.4166666666667,5.58333333333333,1,23,1,2025-07-02,00:20:00,"7/2/2025 0:35",1,21,00:09:25,00:05:35,1,0,1,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-07-02 00:20:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,137,"post"
"2038",145,36,48.9666666666667,11.0333333333333,15,78,4,2025-07-02,01:20:00,"7/2/2025 1:35",2,19,00:07:47,00:07:13,2,1,1,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-07-02 01:20:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,141,"post"
"2039",145,37,42.6666666666667,17.3333333333333,3,21,1,2025-07-02,02:20:00,"7/2/2025 2:35",0,0,00:15:00,00:00:00,0,0,0,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-07-02 02:20:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,145,"post"
"2040",145,38,60,0,0,3,0,2025-07-02,04:13:00,"7/2/2025 4:28",0,2,00:15:00,00:00:00,0,0,0,814178,2025-06-26,"WAD",82,0,"D",4,5,"DF4.5",1,2025-06-27,7643,2025-06-27,20:00:00,2025-06-30,13:11:00,"G",2025-07-01,15:01:00,25.8,2025-07-03,14:00:00,0,1,1,0,0,2025-07-02 04:13:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,149,"post"
"2041",146,-12,53.7333333333333,6.26666666666667,2,28,1,2025-06-30,01:00:00,"6/30/2025 1:15",0,1,00:15:00,00:00:00,0,0,0,820168,2025-06-26,"WSD",74,0,"D",4,5,"DF4.5",1,2025-06-27,7644,2025-06-27,20:00:00,2025-06-30,13:01:00,"B",2025-07-01,15:17:00,26.3,2025-07-03,14:00:00,0,0,0,0,0,2025-06-30 01:00:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,-48,"pre"
"2042",146,-11,48.45,11.55,8,43,3,2025-06-30,02:00:00,"6/30/2025 2:15",4,18,00:10:25,00:04:35,1,0,1,820168,2025-06-26,"WSD",74,0,"D",4,5,"DF4.5",1,2025-06-27,7644,2025-06-27,20:00:00,2025-06-30,13:01:00,"B",2025-07-01,15:17:00,26.3,2025-07-03,14:00:00,0,0,0,0,0,2025-06-30 02:00:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,-44,"pre"
"2043",146,-10,49.9833333333333,10.0166666666667,2,28,1,2025-06-30,03:00:00,"6/30/2025 3:15",0,0,00:15:00,00:00:00,0,0,0,820168,2025-06-26,"WSD",74,0,"D",4,5,"DF4.5",1,2025-06-27,7644,2025-06-27,20:00:00,2025-06-30,13:01:00,"B",2025-07-01,15:17:00,26.3,2025-07-03,14:00:00,0,0,0,0,0,2025-06-30 03:00:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,-40,"pre"
"2044",146,-9,53.3166666666667,6.68333333333333,9,42,3,2025-06-30,04:00:00,"6/30/2025 4:15",3,14,00:14:06,00:00:54,1,0,1,820168,2025-06-26,"WSD",74,0,"D",4,5,"DF4.5",1,2025-06-27,7644,2025-06-27,20:00:00,2025-06-30,13:01:00,"B",2025-07-01,15:17:00,26.3,2025-07-03,14:00:00,0,0,0,0,0,2025-06-30 04:00:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,-36,"pre"
"2045",146,-8,60,0,0,1,0,2025-06-30,05:00:00,"6/30/2025 5:15",0,1,00:15:00,00:00:00,0,0,0,820168,2025-06-26,"WSD",74,0,"D",4,5,"DF4.5",1,2025-06-27,7644,2025-06-27,20:00:00,2025-06-30,13:01:00,"B",2025-07-01,15:17:00,26.3,2025-07-03,14:00:00,0,0,0,0,0,2025-06-30 05:00:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,-32,"pre"
"2046",146,-7,56.0833333333333,3.91666666666667,1,15,2,2025-06-30,06:00:00,"6/30/2025 6:15",0,0,00:15:00,00:00:00,0,0,0,820168,2025-06-26,"WSD",74,0,"D",4,5,"DF4.5",1,2025-06-27,7644,2025-06-27,20:00:00,2025-06-30,13:01:00,"B",2025-07-01,15:17:00,26.3,2025-07-03,14:00:00,0,0,0,0,0,2025-06-30 06:00:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,-28,"pre"
"2047",146,-6,60,0,0,0,0,2025-06-30,07:00:00,"6/30/2025 7:15",0,0,00:15:00,00:00:00,0,0,0,820168,2025-06-26,"WSD",74,0,"D",4,5,"DF4.5",1,2025-06-27,7644,2025-06-27,20:00:00,2025-06-30,13:01:00,"B",2025-07-01,15:17:00,26.3,2025-07-03,14:00:00,0,0,0,0,0,2025-06-30 07:00:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,-24,"pre"
"2048",146,-5,50.75,9.25,5,31,2,2025-06-30,08:00:00,"6/30/2025 8:15",1,11,00:09:59,00:05:01,1,1,0,820168,2025-06-26,"WSD",74,0,"D",4,5,"DF4.5",1,2025-06-27,7644,2025-06-27,20:00:00,2025-06-30,13:01:00,"B",2025-07-01,15:17:00,26.3,2025-07-03,14:00:00,0,0,0,0,0,2025-06-30 08:00:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,-20,"pre"
"2049",146,-4,41.9833333333333,18.0166666666667,15,78,2,2025-06-30,09:00:00,"6/30/2025 9:15",0,1,00:15:00,00:00:00,0,0,0,820168,2025-06-26,"WSD",74,0,"D",4,5,"DF4.5",1,2025-06-27,7644,2025-06-27,20:00:00,2025-06-30,13:01:00,"B",2025-07-01,15:17:00,26.3,2025-07-03,14:00:00,0,0,0,0,0,2025-06-30 09:00:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,-16,"pre"
"2050",146,-3,26.3333333333333,33.6666666666667,34,160,1,2025-06-30,10:00:00,"6/30/2025 10:15",0,0,00:15:00,00:00:00,0,0,0,820168,2025-06-26,"WSD",74,0,"D",4,5,"DF4.5",1,2025-06-27,7644,2025-06-27,20:00:00,2025-06-30,13:01:00,"B",2025-07-01,15:17:00,26.3,2025-07-03,14:00:00,0,0,0,0,0,2025-06-30 10:00:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,-12,"pre"
"2051",146,-2,34.3333333333333,25.6666666666667,59,338,10,2025-06-30,11:00:00,"6/30/2025 11:15",5,37,00:12:36,00:02:24,1,0,1,820168,2025-06-26,"WSD",74,0,"D",4,5,"DF4.5",1,2025-06-27,7644,2025-06-27,20:00:00,2025-06-30,13:01:00,"B",2025-07-01,15:17:00,26.3,2025-07-03,14:00:00,0,0,0,0,0,2025-06-30 11:00:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,-8,"pre"
"2052",146,-1,48.1166666666667,11.8833333333333,18,118,3,2025-06-30,12:00:00,"6/30/2025 12:15",0,11,00:13:54,00:01:06,1,0,1,820168,2025-06-26,"WSD",74,0,"D",4,5,"DF4.5",1,2025-06-27,7644,2025-06-27,20:00:00,2025-06-30,13:01:00,"B",2025-07-01,15:17:00,26.3,2025-07-03,14:00:00,0,0,0,0,0,2025-06-30 12:00:00,2025-06-27 20:00:00,2025-07-03 14:00:00,0,-4,"pre"
"2053",146,0,0.366666666666667,14.6333333333333,128,816,1,2025-06-30,13:00:00,"6/30/2025 13:15",128,816,00:00:22,00:14:38,1,1,0,820168,2025-06-26,"WSD",74,0,"D",4,5,"DF4.5",1,2025-06-27,7644,2025-06-27,20:00:00,2025-06-30,13:01:00,"B",2025-07-01,15:17:00,26.3,2025-07-03,14:00:00,0,0,0,0,0,2025-06-30 13:00:00,2025-06-27 20:00:00,2025-07-03 14:00:00,1,0,"during"
